clinton_anger,clinton_contempt,clinton_disgust,clinton_fear,clinton_happiness,clinton_neutral,clinton_sadness,clinton_surprise,frame_time,trump_anger,trump_contempt,trump_disgust,trump_fear,trump_happiness,trump_neutral,trump_sadness,trump_surprise
0.000312776,0.007861024,0.000402755,1.54E-05,0.024264282,0.939282358,0.002110723,0.025750637,420,0.07952513,0.019158995,0.005284696,9.25E-05,0.000103948,0.8300399,0.06539781,0.000397018
0.002322796,0.03205158,0.001169224,3.02E-05,0.005147504,0.9473345,0.007109445,0.00483478,425,0.105676733,0.012879366,0.00495652,5.34E-05,1.50E-05,0.5893197,0.287028849,7.04E-05
0.005604461,0.012748417,0.021578264,0.000610491,0.07808413,0.781892836,0.020415185,0.079066224,430,0.134496838,0.012580444,0.013142865,2.50E-05,1.58E-06,0.120053686,0.7196822,1.74E-05
0.000163233,0.004628925,0.000224551,2.34E-06,0.518088341,0.476363152,0.000171205,0.000358224,435,0.269054383,0.010544176,0.00687331,6.12E-05,1.08E-05,0.383235037,0.3301809,4.02E-05
0.000499311,0.001468096,0.000454079,9.88E-05,0.002120451,0.97754395,0.006548096,0.011267213,440,0.124135695,0.005313528,0.002432914,2.56E-06,1.24E-07,0.168526456,0.6995854,3.32E-06
8.71E-05,0.000386146,0.000239726,2.48E-05,0.000360714,0.890050352,0.008470756,0.100380406,445,0.0844661,0.011175846,0.004604185,1.09E-05,8.61E-07,0.249168828,0.6505622,1.10E-05
3.89E-05,0.002496036,0.000360834,4.11E-06,0.8552362,0.14040418,0.000839764,0.000620066,450,0.295039624,0.03839737,0.016107949,0.000896809,6.77E-05,0.3896808,0.259000033,0.000809706
0.000231096,0.000114151,0.001159288,2.48E-05,0.9779009,0.013013069,0.000855259,0.006701403,455,0.004078269,0.257210553,0.030510927,4.92E-05,0.264400572,0.2975508,0.145809367,0.000390322
0.000724314,0.003507347,0.000734902,0.000371083,0.029476699,0.922212243,0.011438195,0.03153522,460,0.09580709,0.006325143,0.04147084,0.00377424,0.000287824,0.668176651,0.057518825,0.1266394
0.000180294,0.001740385,0.000266299,0.000108711,0.001349652,0.9820762,0.007277445,0.007001,465,0.04325156,0.011142571,0.006826169,2.12E-05,1.59E-06,0.155481026,0.783267856,8.05E-06
0.000104401,0.006179289,0.001131521,2.18E-05,0.251623273,0.7340411,0.003900809,0.00299781,470,0.07926322,0.028931838,0.005833413,9.25E-06,1.54E-05,0.314316541,0.571622252,8.09E-06
0.000217693,0.002893587,0.000230824,1.16E-05,0.047514647,0.938031137,0.000691652,0.010408855,475,0.10066431,0.005457083,0.005459144,6.99E-06,2.40E-07,0.12470255,0.7637027,6.99E-06
0.000530152,0.09607489,0.000426162,1.25E-06,0.5452552,0.355661064,0.00201011,4.12E-05,480,0.169674546,0.012697756,0.002977736,6.98E-06,1.49E-06,0.3978511,0.4167834,6.99E-06
0.000319907,0.06977572,0.000576032,1.02E-05,0.348136455,0.5627048,0.018342273,0.000134643,485,0.012226331,0.004699079,0.007902334,6.86E-05,0.003280639,0.9481996,0.003824031,0.019799339
0.000257638,0.000724465,0.00023479,7.71E-05,0.08889518,0.8616432,0.026132617,0.02203504,490,0.011719985,0.143182471,0.012472635,0.000610123,0.00746535,0.7294809,0.093223184,0.001845333
,,,,,,,,495,0.205415323,0.021804905,0.046997596,0.000297145,0.004100104,0.6819166,0.002467355,0.037000984
,,,,,,,,500,0.053417597,0.010141525,0.018163921,0.003150654,9.91E-05,0.856335342,0.041233104,0.01745878
,,,,,,,,505,0.1903804,0.0161008,0.07030478,0.001605089,0.002585192,0.6403225,0.011174917,0.06752629
0.001035669,0.03683436,0.000631825,3.18E-05,0.161598772,0.7766667,0.022762742,0.00043812,510,0.093030006,0.025238931,0.1589925,0.001949301,0.001365506,0.5679391,0.012941065,0.1385436
5.52E-05,0.003103522,4.08E-05,2.09E-06,0.321727335,0.6729961,0.00189949,0.000175526,515,0.017066978,0.012654672,0.001935498,3.48E-06,0.00027002,0.9651464,0.002706509,0.000216436
1.44E-05,0.00202492,7.60E-06,1.64E-07,0.461657,0.5360859,0.000151473,5.86E-05,520,0.2761801,0.012549947,0.061177064,0.000625479,0.004439647,0.570822239,0.006329218,0.06787634
1.56E-05,0.001099271,2.44E-05,8.33E-07,0.8762112,0.122134216,0.000484643,2.97E-05,525,0.195997849,0.006911861,0.05355218,0.000639084,0.005720753,0.614643753,0.008524222,0.114010312
7.78E-05,0.002707394,4.76E-05,2.60E-06,0.09265161,0.900824964,0.003273093,0.000414854,530,0.172678068,0.01972243,0.04887231,0.000607439,0.005840568,0.724086046,0.00557372,0.022619404
0.00029099,0.003266404,0.000127538,6.02E-06,0.04114046,0.9490385,0.005580211,0.000549869,535,0.251527816,0.012207039,0.08085769,0.000829864,0.004232942,0.6096129,0.008812085,0.031919688
0.000421365,0.005659161,0.000200348,9.29E-06,0.10055057,0.887192,0.005524973,0.000442306,540,0.11617706,0.00804219,0.049799103,0.001521129,0.000565981,0.651555657,0.008200659,0.164138213
0.000192423,0.004898177,0.000107712,5.51E-06,0.09684494,0.893446565,0.004033301,0.000471375,545,0.02356616,0.013829174,0.009826311,0.000190204,0.001442071,0.9341318,0.007264598,0.009749657
0.000224008,0.004825185,9.32E-05,2.29E-05,0.07815809,0.897187,0.019198012,0.000291614,550,0.217622966,0.01351581,0.011924977,0.00232114,0.000234822,0.711296439,0.022204358,0.020879485
0.000236075,0.00380291,0.00010188,2.63E-05,0.040994685,0.928158045,0.02620704,0.000473134,555,0.033454128,0.005482527,0.05337101,0.008266591,0.000359523,0.6790561,0.111562692,0.108447418
0.00027655,0.03326813,0.000465018,2.12E-05,0.014287991,0.90703845,0.044206385,0.000436269,560,0.2756035,0.032375958,0.06654027,0.000722925,0.005409611,0.5809236,0.009006844,0.029417254
0.000744071,0.008492056,0.000449543,2.87E-05,0.11387109,0.864030242,0.011916648,0.000467685,565,0.31608206,0.016112229,0.055536985,7.34E-05,0.002220943,0.5927296,0.001851415,0.015393381
0.000111367,0.004736131,0.000140777,1.25E-06,0.310429245,0.6810572,0.003327495,0.000196535,570,0.327614218,0.006351551,0.08173591,0.002630508,0.000260817,0.376955628,0.009315649,0.195135742
0.000307924,0.004353892,0.000265083,6.68E-06,0.09579376,0.893919766,0.004993338,0.000359536,575,0.130519852,0.0154888,0.04881673,0.003542564,0.003845061,0.6581155,0.017221574,0.12244992
0.000815135,0.008867646,0.000977546,4.41E-05,0.136896834,0.7964652,0.055476993,0.000456528,580,0.181700513,0.025298689,0.0500167,0.001304407,0.002383848,0.6800747,0.007088933,0.05213224
0.000205389,0.004315819,0.000326873,1.18E-05,0.053134885,0.8767019,0.06514135,0.000162037,585,0.08427401,0.020572463,0.031228047,0.000720966,0.011093186,0.824833,0.007185712,0.020092664
0.000163958,0.002200046,4.66E-05,1.09E-05,0.098967046,0.8842179,0.014186687,0.000206856,590,0.2882024,0.036112983,0.058628477,0.003613522,0.001741413,0.542020559,0.014330067,0.055350535
0.000114623,0.002374176,5.78E-05,2.68E-05,0.040856022,0.9249233,0.031221699,0.000425614,595,0.158431247,0.01236727,0.06051739,0.000489598,0.005036063,0.737897754,0.017701786,0.007558886
0.000283337,0.007629208,0.000614951,1.11E-05,0.222546235,0.718001068,0.050729405,0.00018467,600,0.08554034,0.005638243,0.052188776,0.000139469,0.002387831,0.772616863,0.007702956,0.07378554
0.000418448,0.00533716,0.000207269,1.85E-05,0.106025308,0.8830342,0.004032794,0.000926316,605,0.010323001,0.007810565,0.01400311,0.002392802,0.00700614,0.8852066,0.040812768,0.03244501
0.000111767,0.003970379,7.34E-05,1.53E-06,0.2821759,0.712076962,0.001384226,0.000205778,610,0.036773346,0.2308264,0.01621635,0.000125984,0.005431388,0.678159654,0.031672683,0.000794215
1.84E-05,0.003377781,2.79E-05,2.13E-07,0.859790564,0.136609748,0.000110191,6.52E-05,615,0.046783738,0.011195805,0.001605545,2.79E-06,2.79E-06,0.8924151,0.047974277,2.00E-05
0.000101055,0.002911063,0.000686891,3.73E-05,0.002566447,0.9630491,0.020750502,0.00989759,620,0.142076731,0.009061603,0.004204394,1.85E-05,6.98E-07,0.376121521,0.4684829,3.36E-05
0.001013345,0.019623455,0.00718173,0.000162277,0.253346115,0.6864305,0.02602059,0.006221989,625,0.139270172,0.006486068,0.005302668,8.43E-05,5.31E-07,0.23951745,0.6092639,7.49E-05
0.002918703,0.014587141,0.005897325,8.12E-05,0.299230069,0.666926742,0.004809838,0.005548987,630,0.04827747,0.006958691,0.000953305,4.22E-05,9.69E-06,0.864688754,0.078883104,0.000186835
0.003286593,0.005153229,0.005663748,2.68E-05,0.047073316,0.916856766,0.004690439,0.0172491,635,0.064103305,0.008701524,0.000485484,7.26E-06,5.27E-07,0.782552242,0.144139081,1.06E-05
0.001820096,0.007154026,0.003347462,2.59E-05,0.129098639,0.8431079,0.011634888,0.003811077,640,0.06104577,0.011480798,0.002523238,1.57E-05,2.89E-07,0.3077833,0.6170999,5.10E-05
0.004970521,0.013985632,0.008026809,0.000531205,0.086144455,0.8004435,0.017635023,0.06826289,645,0.104420058,0.006151715,0.00138709,1.59E-05,2.19E-07,0.375742137,0.5122579,2.50E-05
7.93E-05,0.00273759,0.000609233,3.36E-05,0.001986466,0.9280714,0.06327035,0.003212003,650,0.371101767,0.011514097,0.002781749,0.000803577,1.88E-06,0.498241752,0.114407554,0.001147642
0.001917496,0.000143268,0.001796428,0.005826331,0.7619862,0.026675845,0.01015609,0.191498369,655,0.070154116,0.026572147,0.00734605,5.77E-05,1.14E-05,0.418140441,0.4776006,0.000117492
0.001171079,0.006543946,0.006001937,7.04E-05,0.177329123,0.790783763,0.010589629,0.007510102,660,0.01811123,0.004140382,0.000448163,5.14E-06,8.61E-06,0.9392256,0.03805391,6.95E-06
0.001605241,0.004947815,0.002070728,1.74E-05,0.6705819,0.316651434,0.000218999,0.003906496,665,0.125741735,0.012103291,0.005334687,4.79E-05,1.52E-06,0.340491,0.516219,6.09E-05
0.027006287,0.009756118,0.024129313,0.000377587,0.08391244,0.789073467,0.010913899,0.0548309,670,0.159957439,0.007318961,0.002438338,3.85E-05,3.28E-06,0.33831808,0.491888553,3.69E-05
0.000276404,0.002892933,0.00255488,7.06E-06,0.03709497,0.9325314,0.007302441,0.017339865,675,0.0823498,0.009352761,0.002927223,3.69E-05,5.59E-07,0.380633116,0.5246474,5.22E-05
0.001895708,0.005681084,0.005034429,9.21E-05,0.08204211,0.7426785,0.002776312,0.15979977,680,0.060437616,0.009384184,0.003322465,2.52E-05,4.90E-07,0.26057747,0.666218042,3.45E-05
0.000176685,0.004264879,0.000580876,0.000234499,0.006583135,0.832690358,0.006213024,0.149256572,685,0.09691998,0.014969295,0.005027397,2.83E-05,9.42E-07,0.279717535,0.6032986,3.80E-05
0.004388216,0.005323376,0.018031742,0.002180881,0.036481477,0.358096033,0.011115902,0.5643824,690,0.06424569,0.012177717,0.002145714,1.65E-05,1.26E-06,0.2716475,0.649753332,1.23E-05
0.007782459,0.001275273,0.003053182,0.013550915,0.00056443,0.078275405,0.001395017,0.8941033,695,0.034207013,0.003865617,0.000808009,3.28E-06,5.28E-06,0.949812949,0.011284214,1.37E-05
0.00156191,0.031178499,0.008512103,0.001887753,0.014700387,0.848905563,0.063548595,0.029705199,700,0.09992767,0.010529557,0.007665912,6.65E-05,2.37E-06,0.3436621,0.5380958,5.01E-05
2.82E-05,0.000914507,0.000138231,1.33E-05,0.001095827,0.895899534,0.002275005,0.09963538,705,0.086130805,0.015384707,0.007877653,1.39E-05,4.55E-06,0.2675007,0.6230691,1.86E-05
0.002909839,0.010158962,0.007134115,0.000217133,0.5679027,0.389439672,0.016949575,0.005288001,710,0.138737351,0.012531514,0.011320211,0.000228299,2.52E-05,0.3275957,0.509401739,0.000159956
0.00042461,0.00264462,0.000469829,0.000126144,0.014081689,0.96366477,0.005255328,0.013333012,715,0.09779197,0.0101486,0.002277319,2.49E-05,4.39E-06,0.5208342,0.3689012,1.74E-05
0.000137454,0.045085255,0.000260554,3.12E-06,0.023255047,0.902933955,0.027936917,0.000387723,720,0.032291133,0.049712095,0.0140196,5.92E-05,0.001457328,0.8904953,0.003456695,0.008508623
,,,,,,,,740,0.042196903,0.020293713,0.050779134,0.000752578,0.002341253,0.8251087,0.040139273,0.018388422
2.77E-05,0.023574807,0.000108877,2.24E-06,0.002047636,0.934136,0.03988097,0.000221797,745,0.058794282,0.017815115,0.05339651,0.000360956,0.013802302,0.8034712,0.0104257,0.041933913
0.00109505,0.003511806,0.001156854,1.96E-05,0.003827618,0.954649866,0.035098124,0.000641058,750,0.20822677,0.005366739,0.046956074,0.000193393,0.005906381,0.6738439,0.006054202,0.053452533
0.000657419,0.001065189,0.000292812,0.000130556,0.000356163,0.9675419,0.024138575,0.005817418,755,0.026717719,0.006848792,0.019953745,8.71E-05,0.007651288,0.863472044,0.001318265,0.07395101
0.000581748,0.000515054,0.000121441,1.11E-05,0.000230713,0.989431739,0.008166382,0.00094183,760,0.09532682,0.008909709,0.04252206,0.00358841,0.000654769,0.6620767,0.01770338,0.169218123
0.000541491,0.001319867,0.000180798,1.69E-05,0.001702158,0.987532,0.006862617,0.001844176,765,0.02094694,0.05477398,0.007277986,0.000611728,0.006072043,0.8927556,0.010672064,0.006889614
0.000410446,0.000483019,8.24E-05,8.79E-06,0.000228618,0.992337942,0.005035839,0.001412998,770,0.00214877,0.02964711,0.001349275,0.000106239,0.000595706,0.906517,0.05932745,0.000308429
5.29E-05,0.00040157,1.16E-05,3.26E-06,0.000217702,0.991054535,0.007896734,0.000361677,775,0.143945813,0.008745722,0.075406134,0.003496656,0.001765297,0.63900274,0.07117199,0.056465626
0.000223367,0.000278134,5.06E-05,3.72E-06,9.82E-05,0.9930082,0.005049868,0.001287913,780,0.102148913,0.022864195,0.060463768,0.000171964,0.07730454,0.7218052,0.007077339,0.008164049
0.000574374,0.000925431,0.000329646,2.73E-05,0.000408268,0.981886148,0.013163093,0.002685797,785,0.339438021,0.00671895,0.066973366,0.000357151,0.000130876,0.565947235,0.014074333,0.0063601
0.000554858,0.00077057,0.000286046,2.24E-05,0.000265095,0.9854969,0.009979554,0.002624541,790,0.097224705,0.013178704,0.040403478,0.001704793,0.001104324,0.649552941,0.195167825,0.001663205
0.002567355,0.002320463,0.000919821,0.000273011,0.001182719,0.954630733,0.032874495,0.005231388,795,0.053208027,0.001870621,0.030715955,0.003023123,0.002376493,0.147172064,0.004384428,0.7572493
0.000550631,0.000964469,0.000147966,3.17E-06,0.002506821,0.9909234,0.004448804,0.000454758,800,0.004740337,0.00028066,0.000395747,0.004382724,0.000197394,0.7188206,0.007608117,0.263574451
2.27E-08,1.95E-08,4.08E-07,1.27E-08,0.9999986,3.33E-07,2.70E-07,3.03E-07,805,0.113782473,0.039792404,0.080635816,0.010071713,0.04336349,0.5315122,0.15235357,0.028488375
4.33E-07,6.21E-06,7.54E-06,1.21E-08,0.999463,0.000517269,8.81E-07,4.61E-06,810,0.047689214,0.008080031,0.012701106,0.001465028,0.001380479,0.716802,0.007219549,0.204662576
2.13E-05,0.004976002,3.77E-05,3.13E-06,0.82842344,0.164542913,0.001957257,3.82E-05,815,0.047008507,0.007482848,0.011970952,0.001791414,0.000236829,0.8000974,0.011275168,0.120136857
0.000283733,0.016429989,0.000347247,1.56E-05,0.4096024,0.5590662,0.014099062,0.000155791,820,0.09086195,0.017237067,0.047486436,0.001257241,0.000592769,0.7864699,0.03466008,0.021434557
3.50E-05,0.003361827,2.77E-05,1.97E-06,0.022911035,0.9579375,0.015590331,0.0001346,825,0.04402813,0.006524934,0.01689585,0.000204441,0.001157534,0.9105913,0.006578989,0.014018844
0.000132028,0.003710554,9.16E-05,2.37E-06,0.05094887,0.938132644,0.006792276,0.000189642,830,0.120319486,0.006341912,0.008217821,0.002906406,0.000220109,0.541999,0.002161378,0.3178339
0.000299912,0.005869015,0.000222269,8.12E-06,0.07428514,0.908101,0.011053754,0.000160752,835,0.072825655,0.003102681,0.004140237,0.005060785,0.000183552,0.4097637,0.00112647,0.503796935
0.000263807,0.005190088,0.000207286,3.28E-06,0.07563509,0.9147122,0.003716391,0.000271861,840,0.108861618,0.020514643,0.031045595,0.001759443,0.000512859,0.6824797,0.011569304,0.143256888
0.000298907,0.006170962,0.000154615,7.27E-06,0.04456885,0.940446258,0.008098722,0.000254422,845,0.061184723,0.009602928,0.006348055,0.005946795,1.65E-05,0.749878645,0.017159114,0.1498632
,,,,,,,,855,0.010993502,0.005628555,0.004924698,0.000848352,0.003262494,0.739075363,0.004083399,0.231183633
9.21E-06,0.0052353,1.77E-05,1.31E-07,0.396805465,0.5962496,0.001675966,6.65E-06,860,0.030796329,0.017917605,0.011485446,0.001528236,0.000588568,0.8452224,0.011466415,0.080994956
0.000477055,0.005041197,0.000217531,3.37E-05,0.122978218,0.843800664,0.026470397,0.000981233,865,0.06254831,0.013379197,0.00473739,0.045406245,0.000340539,0.657078266,0.04123748,0.175272584
0.000113013,0.001267063,8.77E-05,2.93E-05,0.016121991,0.9512484,0.030228794,0.000903679,870,0.032995496,0.002904818,0.007789407,0.00025967,0.000346696,0.630010664,0.003997848,0.321695417
0.00032884,0.01041408,0.000237804,1.34E-05,0.041275702,0.9144669,0.03295283,0.000310484,875,0.034150858,0.009733959,0.021289814,0.000978543,0.004801091,0.308191627,0.002301784,0.6185523
3.62E-05,0.003418041,2.77E-05,1.02E-06,0.1601188,0.835057557,0.001193764,0.00014688,880,0.016130552,0.006784409,0.010883139,0.000751679,0.000313712,0.906190038,0.016806569,0.04213992
0.000163687,0.004419008,5.40E-05,1.30E-06,0.0369481,0.9558229,0.002517294,7.37E-05,885,0.002079423,0.003567155,0.001503706,0.00038146,0.000156184,0.9341575,0.046793476,0.011361124
8.79E-05,0.003647678,4.45E-05,1.31E-06,0.023274701,0.969340563,0.003546047,5.73E-05,890,0.03682536,0.003316283,0.015087693,1.34E-05,0.000214672,0.915196061,0.001112922,0.028233608
5.45E-05,0.003444626,2.63E-05,1.45E-07,0.059559673,0.9364053,0.000476696,3.27E-05,895,0.058427893,0.009904492,0.008013401,0.023788184,0.000562302,0.563458443,0.011813563,0.3240317
0.000251802,0.000764564,0.001044467,2.36E-05,0.499728471,0.304444283,0.004930828,0.188811958,900,,,,,,,,
8.70E-05,0.004049098,0.00181544,0.000319886,0.6599927,0.233179212,0.001724923,0.0988317,905,0.002470386,0.001354406,0.000220488,4.26E-05,6.29E-06,0.9420675,0.05306566,0.000772673
0.002033575,0.00710804,0.003242303,0.000153194,0.032934923,0.9231284,0.014243553,0.017155971,910,0.083808824,0.016783087,0.007187705,0.003322073,0.017621666,0.8365435,0.02174336,0.012989772
0.002170239,0.020881822,0.003170893,5.19E-05,0.093154326,0.8408552,0.002792225,0.036923394,915,0.026422974,0.006289026,0.013288789,0.000209475,0.001945574,0.908353031,0.01798647,0.025504658
0.014730128,0.011743848,0.016877452,0.000681779,0.058288183,0.831747651,0.019214584,0.046716407,920,0.052600868,0.012764007,0.006432024,0.000118224,2.16E-06,0.271801323,0.6560549,0.000226468
0.000862644,0.004058233,0.002265622,0.000211428,0.004080256,0.862667263,0.06792259,0.057931956,925,0.08414339,0.09423604,0.040551875,0.000125876,0.000318996,0.5836928,0.196148887,0.000782125
0.001556264,0.017663425,0.007044483,0.007464144,0.045563716,0.5444193,0.015962187,0.360326469,930,0.051093075,0.014352323,0.003764047,2.01E-05,4.58E-07,0.24039343,0.6903344,4.22E-05
0.001935759,0.010534928,0.005185179,0.000260943,0.030829571,0.883307338,0.049176328,0.01876994,935,0.05769935,0.014349607,0.009029786,1.13E-05,8.35E-07,0.136243209,0.782645762,2.01E-05
0.005818817,0.004200008,0.0072757,0.000842609,0.008758762,0.8220934,0.011839398,0.139171258,940,0.000614188,0.007594369,0.000473241,8.12E-05,9.69E-05,0.962183237,0.027468873,0.001488068
0.002491649,0.011572873,0.001083897,3.62E-05,0.005541003,0.9679223,0.010449847,0.000902278,945,0.060910456,0.007743896,0.004109047,0.000738541,7.81E-06,0.661619246,0.263696,0.001175016
0.007576521,0.015460732,0.013490878,0.000261297,0.1765197,0.7668025,0.003829249,0.016059132,950,0.07141517,0.009388435,0.005946371,0.000546827,2.63E-06,0.5582893,0.353197962,0.001213342
0.006627196,0.011932707,0.001852201,4.11E-05,0.019093778,0.9565933,0.00175292,0.00210681,955,0.07502345,0.00281581,0.001472376,3.22E-05,1.86E-06,0.8711205,0.049482267,5.15E-05
0.008394858,0.008070669,0.004901686,0.002276422,0.006680096,0.923220456,0.018123886,0.028331917,960,0.029120853,0.005234857,0.00170921,2.25E-05,1.15E-05,0.604176939,0.3596918,3.24E-05
0.00550522,0.016082926,0.008791847,0.000437907,0.046354067,0.866960347,0.017815186,0.03805251,965,0.305367857,0.015743315,0.016003655,0.005180961,5.33E-06,0.2058744,0.448620737,0.003203761
0.003115535,0.00779605,0.004206039,0.000171207,0.031158546,0.8932157,0.004229102,0.056107797,970,0.060339265,0.006494962,0.002876723,1.34E-05,4.18E-07,0.258942783,0.6713032,2.93E-05
0.001112319,0.001290042,0.000334989,0.000211664,0.001101081,0.8547448,0.002516024,0.1386891,975,0.07263034,0.007155134,0.002885174,6.64E-06,3.33E-07,0.176115185,0.7411941,1.31E-05
0.005187689,0.009234237,0.008807279,0.000540876,0.052536856,0.84823513,0.018042933,0.057415012,980,0.033014443,0.035962485,0.004154168,1.04E-05,0.000686451,0.8956621,0.030418884,9.11E-05
0.000375907,0.005831698,0.003571519,3.12E-05,0.05266715,0.8080182,0.008899591,0.120604716,985,0.448016077,0.01817366,0.003506729,0.000102632,2.90E-05,0.51274997,0.016660808,0.000761062
0.001135198,0.002065895,0.006436205,0.007975024,0.00445282,0.610923648,0.1142065,0.2528047,990,0.09683907,0.011990135,0.004523983,1.17E-05,1.53E-06,0.244134158,0.642482,1.74E-05
6.37E-05,0.003180242,2.94E-05,9.64E-07,0.11377459,0.8825476,0.000246288,0.000157205,995,0.122621864,0.19134523,0.028043205,2.72E-05,0.00024547,0.414070666,0.243388951,0.00025743
0.000350967,0.011769052,0.001714327,8.35E-06,0.3359763,0.6460315,0.002862117,0.00128741,1000,0.2683673,0.01196401,0.013714542,0.001811797,2.06E-06,0.5038216,0.198184952,0.002133756
0.001601634,0.058730464,0.005281801,9.09E-05,0.058177967,0.8588701,0.003475166,0.013771945,1005,0.139964089,0.019805953,0.003323701,4.93E-05,0.000168034,0.8276548,0.008778878,0.000255284
0.00020551,0.004860476,0.000184887,8.59E-06,0.02394131,0.96897006,0.000634063,0.001195123,1010,0.072312176,0.024843235,0.003693015,3.29E-05,2.43E-05,0.6986351,0.2004173,4.20E-05
0.001493098,0.009718538,0.008633031,0.000563841,0.035902795,0.774789631,0.0347324,0.134166688,1015,0.4766135,0.003614449,0.000971186,7.05E-05,7.62E-07,0.357851863,0.160818636,5.91E-05
0.000811443,0.006141062,0.007597655,0.00062019,0.100303926,0.6402262,0.043452874,0.200846657,1020,0.013907335,0.013486755,0.00182666,0.00838704,0.002042376,0.740997732,0.0045053,0.21484679
0.000117309,0.008721459,0.001360415,9.82E-05,0.016422015,0.9075458,0.039278783,0.026456023,1025,0.000944351,0.010741698,0.000461452,6.61E-06,3.46E-05,0.9451072,0.042580128,0.00012398
0.000399337,0.009283485,0.001452469,2.58E-05,0.560933352,0.418005943,0.001062774,0.008836855,1030,0.003702115,0.001917396,0.000304991,1.67E-06,2.17E-06,0.9813441,0.012690008,3.75E-05
0.00381735,0.006778857,0.023620835,0.000999263,0.025996154,0.7496459,0.040735874,0.148405761,1035,0.128784016,0.012822193,0.030215478,0.000221607,1.25E-05,0.18463105,0.643193364,0.000119801
0.016881036,0.008546273,0.016054107,6.49E-05,0.063454725,0.8523646,0.002087152,0.040547244,1040,0.004119587,0.006129929,0.000172657,7.54E-06,1.25E-05,0.9531417,0.03636176,5.43E-05
0.001024857,0.005512659,0.011412859,0.000469309,0.210685655,0.609499931,0.126226291,0.03516843,1045,0.166225255,0.024091031,0.003341735,0.000120901,5.67E-05,0.7572942,0.04831322,0.000556946
0.000236912,0.003652016,0.001754891,2.44E-05,0.312982142,0.629643738,0.002783389,0.04892247,1050,0.194391415,0.008133049,0.00378324,6.25E-05,5.49E-06,0.7133731,0.080141895,0.000109319
0.001753559,0.01453458,0.003810857,0.000858041,0.004991109,0.8907174,0.01158338,0.07175106,1055,0.08384027,0.018873608,0.004765806,9.03E-06,0.000203723,0.8329901,0.059296,2.15E-05
9.61E-05,0.001416791,0.000584018,5.12E-05,0.000866791,0.9452643,0.044432253,0.007288598,1060,0.015951257,0.01565506,0.011831617,0.001039477,0.000464953,0.647169232,0.306218147,0.001670226
0.000314216,0.001441669,0.000303357,1.56E-05,0.005032199,0.969061732,0.022502048,0.001329159,1065,0.03877622,0.003544503,0.021021212,0.000552339,0.003894638,0.745716035,0.018921627,0.167573422
0.000404971,0.00225258,0.000315462,2.36E-05,0.002343309,0.9245393,0.06937339,0.000747298,1070,0.08690805,0.019270308,0.041512985,0.004532178,0.193416908,0.274770319,0.006884479,0.372704774
0.000564135,0.002144531,0.000283268,1.57E-05,0.001787413,0.9683085,0.026499651,0.000396742,1075,0.331129432,0.015091013,0.099966966,0.001244727,0.000261204,0.48932156,0.03880351,0.024181582
