clinton_anger,clinton_contempt,clinton_disgust,clinton_fear,clinton_happiness,clinton_neutral,clinton_sadness,clinton_surprise,frame_time,trump_anger,trump_contempt,trump_disgust,trump_fear,trump_happiness,trump_neutral,trump_sadness,trump_surprise
0.001298411,0.004481963,0.003544733,1.39E-05,0.294108152,0.473924458,0.000982893,0.221645489,1700,0.132107913,0.006269275,0.009402146,6.74E-05,1.15E-06,0.202517062,0.6495774,5.77E-05
0.000148335,0.00583762,0.000917482,5.16E-05,0.114593729,0.831913233,0.02483004,0.021707993,1705,0.08603466,0.003923899,0.004125948,0.000280553,3.62E-06,0.598654151,0.306706518,0.000270653
0.006944998,0.011257052,0.009275089,0.003083347,0.041811824,0.5507507,0.008961374,0.36791563,1710,0.056338556,0.008902755,0.011573119,0.046443,6.19E-05,0.670301139,0.021830013,0.184549525
0.000687275,0.001658008,0.002191937,0.000303138,0.510112166,0.38761,0.006361384,0.091076106,1715,0.002462642,0.009430608,0.000356921,7.59E-06,0.000523738,0.977279246,0.009689945,0.000249298
0.000157304,0.0044975,0.001120165,2.37E-05,0.020170799,0.890878737,0.003880601,0.0792712,1720,0.022897111,0.027185002,0.024639953,0.000779949,1.17E-05,0.38323164,0.540571034,0.000683564
4.34E-05,0.000264224,0.000115305,6.07E-05,0.000254553,0.9526538,0.040202007,0.006405905,1725,0.124923661,0.01449146,0.073536634,0.002241984,0.006504499,0.651204646,0.029491026,0.09760606
0.000305551,0.004447616,0.002117758,1.87E-05,0.7856991,0.200623333,0.001653703,0.005134252,1730,0.024308942,0.016566621,0.004456835,7.30E-05,8.78E-05,0.7683269,0.185929626,0.000250217
5.26E-05,0.001786343,0.000744815,1.25E-05,0.7886257,0.202297419,0.005378206,0.001102372,1735,0.256317079,0.021821331,0.09068187,0.013554123,0.000219598,0.428716838,0.03401355,0.154675633
0.000133996,0.002360802,0.000485829,1.65E-05,0.7116155,0.280424446,0.003859206,0.001103762,1740,0.000890098,0.246015817,0.00165427,2.68E-05,0.255573332,0.459676564,0.03598397,0.000179165
0.001572538,0.004518011,0.003938951,0.000211305,0.6950255,0.2769562,0.002005278,0.015772205,1745,0.016284697,0.07506522,0.011336806,0.000101839,0.016032286,0.850942731,0.02930038,0.000936033
0.001400074,0.001153461,0.003880095,0.001737747,0.2846926,0.220337078,0.022334004,0.464464962,1750,0.035619464,0.026990697,0.022993313,0.000268084,9.12E-05,0.448376715,0.4654734,0.000187089
0.00031642,0.001986237,0.00060186,0.000436836,0.000880951,0.938691735,0.011067011,0.046018973,1755,0.046415545,0.01462724,0.011903515,4.49E-05,6.98E-06,0.370515555,0.5564426,4.36E-05
0.000608351,0.003487108,0.001701654,4.58E-05,0.003818485,0.9278067,0.0600501,0.002481856,1760,0.07607604,0.007608209,0.001608474,7.80E-06,1.11E-06,0.473782361,0.440904647,1.14E-05
0.003658999,0.011280393,0.00650794,9.87E-05,0.09473491,0.865380466,0.016843215,0.001495451,1765,0.07124555,0.015561184,0.01115628,4.19E-05,5.94E-06,0.194082409,0.7078715,3.52E-05
0.003549276,0.01022111,0.008183605,0.000248252,0.048796892,0.894310355,0.017543593,0.017146923,1770,0.046723846,0.011896306,0.005429122,2.21E-05,8.99E-06,0.304571718,0.6313226,2.53E-05
0.00917054,0.012716731,0.010581926,0.000321411,0.055387825,0.8777621,0.028722497,0.005337011,1775,0.000113444,0.008204436,0.000115384,4.67E-06,0.001871259,0.9858478,0.003671393,0.000171668
0.0001791,0.004470163,0.000708298,3.91E-05,0.018933538,0.9438027,0.025553515,0.006313596,1780,0.028007954,0.00491073,0.000731582,1.64E-05,1.20E-06,0.878345,0.08794476,4.24E-05
0.000118193,0.000594545,9.63E-06,2.54E-06,1.25E-05,0.993948042,0.005220538,9.40E-05,1785,0.035622787,0.004014407,0.000689267,1.22E-05,1.15E-07,0.693656445,0.265972763,3.20E-05
9.40E-05,0.001918024,0.001503844,4.10E-05,0.007861694,0.9382362,0.018552732,0.03179256,1790,0.35182634,0.015597904,0.035487313,0.002818279,0.000886822,0.5372276,0.0233715,0.032784298
0.002529066,0.006377724,0.004839983,0.000798748,0.012055022,0.8435336,0.015211997,0.114653893,1795,0.221910059,0.017550228,0.044149093,0.002495162,0.002056052,0.64666903,0.029664703,0.03550566
3.21E-05,0.002638026,3.22E-05,4.04E-06,0.012405976,0.9738584,0.010852867,0.000176387,1800,0.08152396,0.010820897,0.014443536,0.007278801,0.001361738,0.8089247,0.029374695,0.046271667
0.000510513,0.006842131,0.00040223,4.35E-05,0.065300554,0.906144738,0.020187791,0.000568494,1805,0.499694556,0.03232117,0.047512714,0.002271985,0.000793877,0.386501163,0.019071365,0.011833168
1.79E-05,0.002403019,1.72E-05,6.39E-08,0.7006754,0.2966244,0.000255744,6.33E-06,1810,0.237698272,0.006708853,0.033979774,0.002573387,0.000388262,0.3477926,0.008857899,0.362000942
0.000359245,0.006225694,0.000223037,1.05E-05,0.200441986,0.7849141,0.007658903,0.00016654,1815,0.008944077,0.003958817,0.01288591,6.90E-05,0.9318837,0.038183767,0.000969308,0.003105398
7.54E-05,0.00295469,8.60E-05,7.25E-07,0.3087963,0.6839058,0.004120027,6.10E-05,1820,0.06616282,0.029084735,0.017109973,0.001585756,0.014659451,0.590839863,0.004905401,0.275652
6.22E-05,0.003739226,0.000125102,5.45E-07,0.33402434,0.6592385,0.002762088,4.80E-05,1825,0.252661645,0.008161067,0.081633285,0.001616028,0.046359222,0.463660121,0.029266935,0.1166417
0.000471208,0.004922643,0.000949336,8.42E-06,0.03195007,0.875144064,0.08644588,0.000108397,1830,0.03804286,0.003902467,0.015158055,0.000266782,0.003134262,0.89537245,0.008861072,0.03526206
0.000142239,0.006744698,0.000157447,1.11E-05,0.054034233,0.9161835,0.022500966,0.000225843,1835,0.2432883,0.010238824,0.051283892,0.001037235,0.005306855,0.36372298,0.014193811,0.3109281
5.54E-05,0.003981661,3.49E-05,4.79E-06,0.030452836,0.9338473,0.031562585,6.04E-05,1840,0.09544273,0.008830187,0.043702655,0.000672451,0.000707906,0.793656945,0.020847512,0.036139637
4.25E-05,0.003527927,4.41E-05,5.11E-06,0.09837538,0.8835388,0.014295532,0.000170649,1845,0.040574383,0.008750782,0.021347985,0.000888136,0.047227398,0.753935635,0.015595762,0.111679889
0.000128468,0.002924051,7.47E-05,1.21E-05,0.018406015,0.96158725,0.016587853,0.000279575,1850,0.159304246,0.00379634,0.021783747,6.97E-05,0.000258633,0.742600858,0.001431285,0.070755176
5.24E-05,0.003265206,4.04E-05,2.67E-06,0.1362889,0.8497561,0.010488595,0.000105776,1855,0.002492607,0.00191255,0.001995924,0.000427414,0.000162833,0.886051238,0.100214541,0.00674287
,,,,,,,,1880,0.4238251,0.030417156,0.05773632,0.001763943,0.000510017,0.44385767,0.014344635,0.027545152
,,,,,,,,1885,0.02516671,0.007492073,0.02228737,6.92E-05,0.008188782,0.9117187,0.006211443,0.018865649
3.11E-06,0.000713034,5.49E-06,2.08E-07,0.677596152,0.321251422,0.000393518,3.70E-05,1890,0.3039463,0.028083345,0.055536076,0.000792149,0.003016119,0.5745455,0.022775013,0.011305512
5.53E-05,0.004508256,4.45E-05,4.56E-07,0.237561166,0.7519499,0.005860169,2.02E-05,1895,0.03422491,0.013733266,0.008809128,0.000209822,0.000224826,0.9013964,0.004945367,0.036456313
0.002843179,0.0551657,0.00115825,3.24E-05,0.0605797,0.8599029,0.020082505,0.00023532,1900,0.019296465,0.003016777,0.016386446,0.000316427,0.001832534,0.929459631,0.014846377,0.014845343
0.000147645,0.002925365,0.000176071,7.63E-06,0.4353223,0.5590433,0.001990598,0.000387073,1905,0.039878372,0.009815993,0.010542659,0.001788972,0.003211514,0.8703773,0.013616633,0.050768584
5.82E-05,0.002511009,7.29E-05,6.88E-06,0.148663566,0.802699447,0.045808394,0.000179614,1910,0.19100365,0.00508039,0.057781857,0.00131355,0.002728923,0.434065044,0.014895729,0.293130845
2.46E-05,0.003999555,4.80E-05,3.71E-07,0.6530616,0.342106879,0.000737793,2.11E-05,1915,0.188845068,0.00705399,0.04344128,0.000631824,0.000846714,0.67279613,0.01215286,0.07423211
7.95E-05,0.007628615,0.000134767,9.35E-07,0.400361925,0.5893476,0.002419342,2.74E-05,1920,0.3776436,0.007191082,0.08253975,0.001683886,0.008344722,0.4461327,0.033076044,0.043388214
2.27E-05,0.003258524,2.51E-05,6.54E-08,0.416455328,0.57995373,0.000277098,7.46E-06,1925,0.251259267,0.002295495,0.046893627,0.001033631,0.293725938,0.223219767,0.029654434,0.151917815
8.50E-05,0.009961366,3.41E-05,3.83E-07,0.250590354,0.7387926,0.000516643,1.95E-05,1930,0.152302191,0.013388495,0.06911773,0.002758591,0.001609149,0.634872139,0.04352803,0.082423694
0.000192605,0.00902311,7.23E-05,5.41E-07,0.2182223,0.7714829,0.000982294,2.39E-05,1935,0.139760479,0.001368778,0.046190463,0.000409809,0.001594088,0.5157661,0.013748214,0.2811621
8.10E-05,0.003672135,9.56E-05,5.25E-07,0.317623526,0.67449826,0.004005087,2.38E-05,1940,0.274878919,0.010249565,0.05585822,0.001016582,0.000604234,0.6118369,0.037093174,0.00846239
,,,,,,,,1955,0.214731514,0.007926819,0.066130295,0.001199172,0.00198245,0.624913,0.019107323,0.06400943
,,,,,,,,1960,0.00605608,0.003247911,0.002780002,0.000523955,0.000813881,0.4887797,0.004555793,0.493242681
6.90E-05,0.006141067,3.98E-05,4.80E-06,0.8616663,0.131102487,0.000869604,0.000106895,1965,0.000105764,0.017500833,0.00515408,0.000143938,0.000212336,0.01732144,0.9595484,1.32E-05
0.000237637,0.017976243,0.000151823,4.25E-06,0.488806,0.490533382,0.002159964,0.000130669,1970,0.005761462,0.001657028,0.005018057,0.000251376,0.000533183,0.5906681,0.004216144,0.391894668
1.16E-05,0.008801743,1.89E-05,1.32E-07,0.5164734,0.4721192,0.002572651,2.43E-06,1975,0.13619712,0.004208851,0.019796606,0.000704973,0.000893061,0.463567019,0.003878651,0.3707537
3.63E-05,0.003198907,1.12E-05,2.90E-06,0.53007853,0.466322333,0.000179551,0.000170255,1980,0.140386656,0.009661308,0.040638477,0.000179968,0.012019862,0.7592383,0.004082257,0.033793163
0.000101143,0.003242985,3.09E-05,5.24E-06,0.4109566,0.585027039,0.000507263,0.000128853,1985,0.06362832,0.007759941,0.007850544,0.005242778,0.002503267,0.45749566,0.007056947,0.448462516
1.13E-05,0.007073788,3.11E-05,7.88E-07,0.25648436,0.711735368,0.024644073,1.93E-05,1990,0.335277915,0.01835646,0.06421421,0.029123712,0.000671755,0.342296362,0.033318277,0.176741317
3.32E-05,0.003649088,2.82E-05,4.94E-07,0.72135514,0.2746054,0.000306523,2.20E-05,1995,0.143025771,0.004656342,0.054478068,0.001731144,0.207447872,0.451511562,0.025074648,0.112074584
2.16E-12,1.14E-14,3.08E-12,7.98E-14,1,6.73E-12,5.50E-13,2.35E-10,2000,0.001570725,0.002777172,0.003563624,0.00121852,3.35E-05,0.8198615,0.1547207,0.016254278
7.20E-09,2.49E-10,2.92E-10,4.02E-11,0.9999999,5.89E-08,4.27E-08,3.24E-09,2005,0.06095932,0.04988646,0.056884583,0.000363889,0.178260222,0.609094,0.007683019,0.036868468
2.21E-06,0.000672196,4.52E-06,3.31E-08,0.984681547,0.013001726,0.001637323,4.62E-07,2010,0.173135683,0.05936789,0.133009538,0.001986119,0.008962411,0.56661123,0.040016137,0.016910967
4.28E-08,1.20E-08,3.58E-07,6.01E-09,0.999997437,9.60E-07,8.79E-08,1.09E-06,2015,0.09079903,0.005823651,0.02271169,0.000695216,0.000648785,0.709782362,0.007219112,0.162320182
8.18E-12,7.01E-15,2.69E-12,3.51E-13,1,9.17E-13,4.61E-13,6.13E-10,2020,0.028482186,0.009056839,0.002169338,7.72E-06,2.96E-06,0.695758343,0.264504522,1.81E-05
0.000108011,0.004189783,0.00041754,1.20E-05,0.8383495,0.15227069,0.00043853,0.004213922,2030,,,,,,,,
0.000235106,0.007025272,0.000756012,0.000317961,0.019433986,0.9383208,0.02515602,0.008754857,2035,0.085897096,0.007290934,0.00344329,5.35E-05,7.32E-07,0.469812423,0.43339923,0.000102776
0.001103902,0.004073218,0.002708281,0.000164829,0.328256339,0.451950371,0.00337796,0.2083651,2040,0.060457815,0.010077811,0.003565941,6.22E-05,6.89E-06,0.616528,0.309182137,0.000119292
0.000461419,0.001106212,0.002884876,2.27E-05,0.695301235,0.19168967,0.000660388,0.107873477,2045,0.403500348,0.025640009,0.06515191,0.001276506,0.001532077,0.452640176,0.02973981,0.020519149
8.03E-05,0.002508147,0.000283529,6.55E-06,0.7335016,0.25900358,0.000250929,0.004365326,2050,0.494146138,0.015363149,0.002631299,5.64E-05,1.39E-05,0.4417074,0.04594154,0.00014013
4.36E-05,0.002083283,1.31E-05,4.57E-06,0.004783202,0.9912878,0.001372349,0.000412009,2055,0.102133811,0.005828031,0.007293082,0.000171876,7.95E-06,0.4443121,0.4401319,0.000121249
0.000375455,0.008747295,0.000881458,4.65E-06,0.542278469,0.444720864,0.00024244,0.002749381,2060,0.135210738,0.010351678,0.015891725,0.000228506,9.99E-06,0.3825146,0.455628753,0.000163997
0.007820813,0.005526047,0.009881777,0.001287821,0.009777275,0.8997804,0.019928813,0.045997042,2065,0.113911323,0.003473932,0.005026621,0.000114347,2.34E-06,0.4215851,0.455826968,5.93E-05
0.000274659,0.005811721,0.002823805,3.51E-05,0.1423224,0.824870646,0.019999474,0.003862166,2070,0.09594655,0.003809401,0.003770446,5.85E-05,1.47E-06,0.389441282,0.506943345,2.90E-05
0.005340538,0.005962786,0.003883924,0.000963408,0.020212784,0.8535434,0.007005452,0.103087708,2075,0.00013624,0.014988765,0.000441054,1.94E-05,0.918723762,0.05975858,0.005594737,0.000337489
0.002947227,0.007411292,0.006317451,0.000106521,0.06215165,0.8804057,0.005497398,0.035162732,2080,0.001767967,0.033538308,0.002057935,0.000789013,0.161753953,0.6197952,0.179264009,0.001033589
3.56E-05,0.001266778,0.000208303,0.00016267,0.001015811,0.970060349,0.021010108,0.00624038,2085,0.012854153,0.035725057,0.015040502,0.001221132,0.004785378,0.397065878,0.531854749,0.001453153
0.006978244,0.028204674,0.00922417,0.000229988,0.086239405,0.8404652,0.02603344,0.002624895,2090,0.003215959,0.020392178,0.006211415,0.000256218,0.004536154,0.258736551,0.7064117,0.000239841
4.75E-05,0.003171501,0.000112995,2.75E-05,0.002854956,0.9726176,0.005125916,0.01604198,2095,0.004584039,0.038106974,0.008402584,0.00036554,0.005921317,0.339321941,0.6029428,0.000354797
0.003503726,0.024790334,0.003000367,1.42E-05,0.052983724,0.7741773,0.000492854,0.141037509,2100,0.010092014,0.012903697,0.001739195,1.83E-06,0.000401962,0.969066143,0.005756061,3.91E-05
0.003779686,0.010522212,0.006356544,0.001414894,0.05917184,0.676750362,0.01396793,0.228036523,2105,0.014320691,0.028249838,0.003493681,1.89E-05,0.001941402,0.801888168,0.15002124,6.60E-05
0.000100199,0.002124812,0.001285621,0.000384123,0.028725375,0.8555518,0.02848591,0.083342195,2110,0.09480319,0.005444928,0.003470291,0.000106417,5.04E-06,0.672956765,0.223061025,0.000152361
0.001150742,0.004491225,0.003210119,0.000269967,0.011312829,0.9095317,0.030583028,0.039450385,2115,0.013866991,0.02966617,0.004718528,3.31E-05,0.00010843,0.760469,0.1909369,0.000200857
0.001016579,0.011342004,0.012765457,0.001191197,0.336546868,0.458369225,0.022083316,0.156685352,2120,0.06633373,0.111116491,0.01218058,9.10E-05,0.000593996,0.6510487,0.158291012,0.000344452
0.000778404,0.000435316,0.00658358,6.67E-05,0.011067625,0.205262631,0.000936181,0.774869561,2125,0.029687284,0.01361374,0.014188216,8.48E-05,5.39E-06,0.339513928,0.6028204,8.62E-05
0.000901897,0.00745843,0.005482138,0.000890991,0.015829451,0.903829336,0.031910934,0.033696823,2130,0.027591355,0.009206082,0.008778224,6.53E-05,4.82E-06,0.360421538,0.5938426,9.01E-05
0.003299515,0.011283582,0.006867166,0.000214108,0.0227265,0.9069623,0.0310104,0.017636467,2135,0.028038973,0.007620224,0.004274656,4.34E-05,5.65E-06,0.4525507,0.507384539,8.18E-05
0.002611866,0.02624081,0.005544676,0.000202024,0.143455848,0.7721269,0.009262696,0.04055514,2140,0.035963573,0.018225348,0.011220112,6.84E-05,4.45E-06,0.2210857,0.713350832,8.15E-05
0.002037193,0.008984507,0.0107876,0.000419646,0.01844456,0.85910666,0.074143894,0.026075948,2145,0.009612907,0.159160525,0.001378471,2.06E-06,0.000717454,0.81553036,0.013502142,9.61E-05
0.003872306,0.075523555,0.015600231,0.000887189,0.012690968,0.733979464,0.131957456,0.025488848,2150,0.029895444,0.001309779,0.000815987,4.12E-06,7.82E-08,0.812530458,0.15543142,1.27E-05
0.000132062,0.003590085,0.001062724,1.35E-05,0.618428,0.3684908,0.002929077,0.005353743,2155,0.06145315,0.010269754,0.008992874,0.000154737,6.03E-05,0.657387733,0.261345923,0.000335523
0.002783626,0.007463698,0.005524957,0.00109329,0.293733329,0.547991037,0.009728048,0.131682009,2160,0.10673783,0.034934577,0.006620771,0.000238075,0.000146328,0.652996,0.197751254,0.000575183
0.000904408,0.002896445,0.001236335,3.65E-05,0.010099797,0.8391012,0.001661841,0.144063473,2165,,,,,,,,
0.001355013,0.003628964,0.004092016,0.000591518,0.004633431,0.9334081,0.03463675,0.017654233,2170,0.029207416,0.020005945,0.001982174,0.000267573,0.000652228,0.895091653,0.050056547,0.002736449
0.00024208,0.008511256,0.000513161,2.95E-05,0.007171626,0.975343,0.00722786,0.000961513,2175,0.034624532,0.008350802,0.003465646,4.31E-05,7.74E-06,0.339694917,0.613787234,2.61E-05
0.000126589,0.003641081,0.00026178,4.56E-05,0.005353171,0.9819526,0.005926528,0.002692606,2180,0.22992751,0.004317749,0.005475648,0.000128439,2.03E-05,0.195072189,0.5649895,6.87E-05
0.000666849,0.001297405,0.00010053,1.63E-05,7.44E-05,0.946377158,0.05124255,0.000224783,2185,0.08229102,0.034274343,0.014503081,0.000211229,0.002462184,0.8435332,0.020599004,0.002125916
0.000200275,0.00035264,5.44E-05,1.01E-05,0.000173174,0.9906002,0.007049977,0.001559193,2190,0.05043209,0.012216269,0.028929243,0.004996344,0.001787719,0.6765449,0.207939059,0.017154368
0.000778167,0.000461279,0.000337347,3.61E-05,0.000120269,0.967579961,0.028373847,0.002313048,2195,0.187161475,0.00883917,0.049675904,0.028625915,8.87E-05,0.491836756,0.073028214,0.160743847
5.94E-05,6.15E-05,5.59E-06,6.15E-07,5.26E-05,0.988931358,0.010861628,2.74E-05,2200,0.245677516,0.007414942,0.040607695,0.008270041,3.62E-05,0.5116542,0.009743095,0.176596284
0.000115498,0.000275834,1.60E-05,1.51E-06,0.000680552,0.992949545,0.005881707,7.93E-05,2205,0.05523736,0.009664498,0.008629697,0.008703223,0.004233945,0.473543346,0.006517952,0.433469981
9.56E-06,0.001057929,6.94E-06,3.83E-07,0.09913679,0.898113132,0.00162208,5.32E-05,2210,0.07511352,0.02157556,0.04857215,0.001257045,0.019201307,0.7788175,0.03028578,0.02517716
1.33E-09,7.33E-11,7.74E-09,1.24E-11,1,7.17E-09,4.79E-09,1.63E-09,2215,0.015746808,0.008110958,0.018390246,0.002004615,0.002643276,0.8757041,0.021652253,0.05574774
1.91E-06,0.000407903,5.32E-06,7.45E-08,0.946338058,0.053048845,0.00018404,1.39E-05,2220,0.100606024,0.016662827,0.03321883,0.000897912,0.002851076,0.759030759,0.006167828,0.08056476
1.29E-05,0.00261734,3.64E-05,1.43E-07,0.8721539,0.124654584,0.000521475,3.25E-06,2225,0.018674657,0.012857139,0.00848104,0.000541143,0.000420862,0.82558763,0.127992064,0.005445468
3.75E-05,0.003253159,4.00E-05,1.01E-06,0.8588108,0.137284756,0.000541856,3.10E-05,2230,0.006795591,0.00076365,0.001037933,0.000494766,0.000534055,0.422601879,0.001845371,0.5659268
8.15E-05,0.01022355,0.000133994,2.65E-06,0.6884089,0.297724634,0.003373659,5.11E-05,2235,0.016956713,0.009308887,0.00812023,0.006570403,0.000584122,0.809411347,0.054826587,0.0942217
2.25E-05,0.008583911,2.50E-05,4.86E-07,0.8296423,0.161120579,0.00059145,1.38E-05,2240,0.00145431,0.010011145,0.003326279,6.25E-05,0.259051621,0.6088442,0.000892535,0.116357416
7.42E-06,0.004128457,8.34E-06,1.19E-07,0.8964151,0.09931504,0.000115088,1.04E-05,2245,0.012707202,0.003748065,0.009476679,0.000886408,0.007516113,0.706417,0.010446321,0.248802185
2.71E-06,0.002207336,3.19E-06,3.08E-08,0.9389257,0.058745567,0.000113842,1.65E-06,2250,0.006569683,0.028711347,0.014323489,0.001328823,0.01384302,0.8569909,0.058852673,0.019380085
4.23E-05,0.002760262,5.73E-05,7.41E-07,0.87823236,0.11800918,0.000864928,3.30E-05,2255,0.033719726,0.013837598,0.026402505,0.001540583,0.014328601,0.8344336,0.024715304,0.05102206
3.14E-05,0.006621472,7.78E-05,5.27E-07,0.655874431,0.3319055,0.005474838,1.41E-05,2260,0.339625031,0.010805897,0.09085184,0.001304044,0.009705466,0.347955972,0.0096441,0.190107644
2.28E-05,0.004995867,2.38E-05,7.10E-07,0.797454655,0.197059035,0.000394963,4.82E-05,2265,0.3517254,0.007790003,0.027283162,0.009558685,0.005067515,0.270446658,0.002988853,0.325139761
3.14E-05,0.004900204,5.93E-05,2.60E-07,0.7916048,0.198255777,0.005142407,5.86E-06,2270,0.09296686,0.009051658,0.019466704,0.000667318,0.001269972,0.718109,0.005331995,0.153136477
4.39E-05,0.002411195,5.35E-05,1.10E-05,0.008845273,0.8818784,0.106637143,0.0001197,2275,0.198955581,0.026129244,0.024335027,0.001561541,0.000313152,0.6928538,0.044468585,0.011383072
1.73E-05,0.002282471,1.39E-05,5.55E-07,0.350498438,0.6460359,0.001048839,0.000102521,2280,0.101711169,0.015450825,0.032721344,0.004381396,0.002547127,0.778322756,0.028717421,0.03614797
9.64E-05,0.002195477,8.06E-05,3.86E-06,0.167503268,0.8248638,0.004933078,0.000323584,2285,0.036096953,0.005541109,0.003876623,0.00753355,0.004474639,0.539972067,0.019994779,0.382510275
3.19E-05,0.003670643,6.33E-05,1.54E-06,0.381501228,0.607103,0.007531146,9.73E-05,2290,0.03860057,0.006616507,0.001900231,0.003444322,0.000986862,0.838537335,0.004817561,0.105096586
3.81E-05,0.001552725,3.32E-05,1.28E-06,0.131164789,0.863811433,0.003064112,0.000334326,2295,0.424644083,0.005890024,0.0494357,0.003871062,0.004400189,0.260247,0.021161715,0.230350226
5.26E-05,0.002268381,6.54E-05,2.45E-06,0.832913041,0.160872579,0.003787061,3.85E-05,2300,0.395514548,0.014469507,0.038240124,0.004442098,0.012337336,0.4162317,0.007184119,0.111580588
0.000120307,0.005699834,0.000118322,5.55E-06,0.7130939,0.276945263,0.003929071,8.78E-05,2305,0.123767376,0.006640866,0.020027535,0.000155814,0.000144532,0.830205739,0.006822576,0.012235572
0.00023544,0.006000808,0.000187886,1.47E-05,0.469349355,0.5192584,0.004706999,0.000246416,2310,0.013114883,0.002059729,0.002770579,0.00113861,1.05E-05,0.91272527,0.016405068,0.05177538
0.000266235,0.004144014,0.000242892,7.66E-06,0.560457945,0.4302983,0.004420773,0.000162158,2315,0.121579446,0.013714142,0.039201155,0.001711144,0.004209608,0.7220253,0.027830038,0.06972917
3.76E-05,0.002922096,4.15E-05,1.54E-06,0.43785277,0.554500043,0.004587835,5.66E-05,2320,0.103300124,0.009504984,0.03092187,0.000450979,0.000416376,0.7558554,0.010779888,0.08877038
2.49E-05,0.001527468,1.87E-05,8.19E-07,0.5774103,0.4204765,0.000510465,3.08E-05,2325,0.058788702,0.010110522,0.035106212,0.000576392,0.03494981,0.7263231,0.01776377,0.116381489
7.73E-05,0.006108078,0.000237255,3.94E-06,0.3200201,0.5933305,0.08019042,3.24E-05,2330,0.1872852,0.009899538,0.02683045,0.000429794,0.000451964,0.6288732,0.002431986,0.14379786
0.000131477,0.005962746,0.000205595,4.42E-06,0.203112289,0.7791215,0.011198013,0.000263931,2335,0.10426873,0.011658576,0.019987926,0.001470768,0.000563819,0.794351637,0.019494375,0.04820415
2.30E-05,0.003620819,1.82E-05,2.33E-06,0.10940139,0.8784209,0.008436178,7.72E-05,2340,0.01878606,0.002975673,0.004963395,0.000110927,0.0253397,0.762425065,0.000905142,0.184494033
0.000287462,0.011961579,0.001002408,8.71E-06,0.09527281,0.880670369,0.009021027,0.001775644,2345,0.010989148,0.004780108,0.001497489,0.00019064,7.65E-05,0.92875737,0.052646346,0.001062428
0.001145656,0.005691011,0.005321635,0.000223499,0.06289197,0.8605857,0.007942731,0.05619778,2350,0.017830538,0.005754964,0.007595198,0.00051096,0.001615054,0.9245053,0.003268037,0.03891997
0.002061275,0.008583668,0.005457261,0.000116023,0.009891403,0.9279574,0.042359628,0.003573335,2355,0.059739016,0.010204597,0.011996727,0.000259843,8.17E-06,0.5446543,0.372785032,0.000352284
0.00010656,0.002721177,0.000252681,3.34E-05,0.006535065,0.9801655,0.003345031,0.006840596,2360,0.058183048,0.010374105,0.010413327,0.000192978,2.18E-06,0.3976579,0.522943258,0.000233188
0.002147524,0.0065992,0.007757782,6.85E-05,0.061181728,0.8928318,0.010756632,0.01865681,2365,0.04488828,0.018606216,0.012049103,0.000146911,6.54E-06,0.44377315,0.4802635,0.000266301
1.74E-05,0.003968906,7.40E-05,1.24E-05,0.005134716,0.97096014,0.016310314,0.003522183,2370,0.00537437,0.014010386,0.002517502,0.000456202,0.026993932,0.9035836,0.00628433,0.040779684
0.002447435,0.039314542,0.003565962,0.000102877,0.022230836,0.90177846,0.028148035,0.002411882,2375,0.068828076,0.020525029,0.013196388,0.000123759,2.50E-06,0.355872422,0.5413226,0.000129213
0.005018207,0.001083076,0.00562823,9.39E-05,0.003299776,0.5486147,0.006114597,0.430147558,2380,0.061639473,0.014666568,0.012944224,0.000208251,3.56E-06,0.420927763,0.489405483,0.000204668
0.000208415,0.001552486,0.000119283,0.000116393,0.000578542,0.9737727,0.011005253,0.01264693,2385,0.124275066,0.008291126,0.003021375,6.64E-05,3.78E-06,0.456833124,0.4074061,0.000102983
0.003829086,0.009116061,0.001007163,0.00017025,0.004119399,0.958470643,0.022252891,0.001034509,2390,0.171191171,0.020078559,0.023302712,0.002093966,1.19E-05,0.4995752,0.281609863,0.002136676
0.000179763,0.006580208,0.001658277,8.14E-05,0.008252784,0.9347787,0.043845527,0.00462333,2395,0.115479194,0.013281468,0.011443195,0.000870105,6.58E-06,0.4232707,0.4347446,0.000904176
0.008147554,0.017232785,0.042882033,0.007462248,0.00421562,0.6612141,0.17159611,0.087249555,2400,0.06740222,0.015474534,0.00977718,4.80E-05,1.09E-06,0.23647739,0.6707657,5.39E-05
0.00044106,0.004837184,0.002669554,0.004402042,0.011278302,0.740828454,0.114095561,0.121447831,2405,0.047790486,0.025768546,0.022933953,7.26E-05,2.61E-06,0.157717869,0.7456323,8.16E-05
0.00260487,0.005290537,0.01618489,0.000268026,0.0645407,0.8378234,0.01948268,0.053804897,2410,0.01122936,0.014770585,0.008696447,0.004877148,0.012369247,0.9030594,0.022092475,0.022905335
0.001633021,0.006259067,0.001368906,9.85E-05,0.002311742,0.950857,0.03559698,0.001874766,2415,0.00086002,0.003463127,0.000113627,1.54E-06,3.77E-06,0.981302142,0.014178752,7.70E-05
0.008385093,0.006418261,0.026408568,0.007120151,0.006006493,0.682667732,0.06352564,0.199468032,2420,0.021888143,0.02179678,0.000386643,7.82E-06,1.42E-06,0.9404031,0.015228625,0.000287438
0.000265363,0.014069652,0.001567013,4.85E-06,0.7209634,0.259806365,0.002382253,0.000941094,2425,0.08949208,0.021007769,0.013859847,0.000163786,3.37E-06,0.4586806,0.416514546,0.000277983
