host_id,neighbourhood,room_type,listings_count,availability
22782965,2,2,2,51
23347664,2,2,1,0
16261831,3,1,1,365
23084155,3,1,1,43
2231341,3,1,1,292
23352106,3,1,1,0
8055051,2,2,5,363
23353897,2,1,1,262
23356893,3,2,1,277
16151285,1,2,6,361
8581058,2,2,2,183
1321280,2,1,1,87
1607087,2,2,1,0
10303277,2,1,1,0
8837237,3,2,3,89
10661691,3,1,1,309
23380937,2,2,2,42
15313939,3,2,1,363
23383529,3,1,1,0
21150740,3,2,1,284
3250450,4,2,28,365
4654512,3,1,1,289
23391195,4,2,1,2
21656938,3,1,1,135
6046179,3,2,1,82
17854039,3,2,1,0
22201225,3,1,1,109
13282162,3,1,1,332
63859,2,1,1,154
1026597,2,1,1,0
16685925,3,2,2,0
23401472,3,1,1,0
23401743,3,1,1,0
3709510,2,2,3,273
4380733,2,2,1,365
23418058,2,2,1,0
16480700,3,2,3,334
3981805,3,1,1,0
10833246,3,1,2,238
23424042,3,2,1,0
23424461,4,1,1,0
23427165,3,1,1,356
9914924,2,1,1,1
23293833,4,1,1,351
23427640,3,1,1,331
16310013,3,2,1,0
22880393,3,2,3,330
9196903,2,2,1,0
23439479,3,1,2,296
20019392,3,2,1,334
16467032,3,1,1,4
1190978,3,2,1,350
2138902,2,2,1,0
6386324,3,1,1,273
11484288,3,1,1,13
7155609,3,2,1,0
23459391,2,1,1,38
22859001,3,1,2,0
12149644,3,1,1,0
20627511,4,1,1,0
23465947,3,2,2,62
23467642,3,2,2,283
23467642,3,1,2,263
5631858,2,1,1,2
23482615,2,2,2,365
2277244,3,1,1,0
23487026,3,1,1,355
3201774,2,2,2,119
9997747,2,1,1,0
23487753,1,2,1,0
23490547,3,1,2,315
6686800,3,2,1,11
1341264,2,1,1,5
23497375,2,2,1,0
1474642,2,1,1,0
13888249,2,1,1,139
23503432,3,1,1,11
53024,2,1,1,365
23505655,3,2,1,0
19737451,2,2,3,364
11010205,2,2,2,365
23525298,3,1,1,4
6926899,2,2,1,0
1509863,4,2,2,88
22927481,3,2,3,0
12879538,3,2,2,349
3473330,3,1,1,12
23534162,3,1,1,67
4806989,2,1,1,0
21498981,1,2,2,339
15084941,2,1,1,273
6476129,2,1,1,324
2968247,3,1,1,28
23538896,2,1,1,16
5355960,3,1,1,0
8581058,2,2,2,253
2270198,3,1,1,302
15201466,3,2,2,82
647100,2,2,1,0
20536731,3,2,1,0
23548583,2,1,2,296
23185328,4,1,2,73
255603,3,1,1,0
13109213,3,1,1,298
80225,3,1,1,270
5957400,2,1,1,10
4524320,3,1,2,13
23569951,3,1,1,354
23570593,3,2,1,357
6691226,3,1,1,0
23571677,3,1,1,0
23572402,3,1,1,0
23573737,2,1,1,0
23575706,2,2,1,0
10411359,3,1,1,6
1327248,3,1,1,11
1443186,3,1,1,0
22089583,2,1,1,0
23588095,3,1,1,0
6571805,3,3,2,355
23588055,3,1,1,364
2113731,2,2,1,0
3250450,4,2,28,365
19196381,3,1,1,303
23591164,4,2,3,318
23592301,3,1,1,0
6471461,4,2,5,345
785283,4,1,1,125
23591164,4,2,3,318
23533897,2,2,7,334
12405633,3,2,1,87
23533897,2,2,7,364
23595418,2,2,1,122
2480939,2,2,4,154
5099844,2,2,1,282
2480939,2,2,4,299
3146395,2,2,1,0
23610869,3,1,1,309
20042936,2,1,1,0
23339428,2,1,1,365
9909207,3,1,1,0
23342410,4,1,1,0
9770501,2,2,1,316
22348314,4,1,1,343
20906382,2,2,2,365
15023527,3,1,1,0
7257731,3,1,1,264
23628103,2,1,1,347
2673296,3,2,2,26
23628935,3,2,1,283
23631922,3,2,1,280
13384586,2,2,2,336
23635670,3,2,1,306
12093772,3,1,2,251
12093772,3,2,2,334
12005302,2,2,1,273
5061330,3,1,1,0
2293817,3,1,1,0
22885233,3,1,1,0
11486122,2,2,1,3
23659408,3,1,1,289
619991,3,2,2,0
19505924,2,1,2,142
1019170,3,1,1,54
23663343,3,1,1,0
4227210,3,2,1,273
1616425,3,2,1,272
146853,3,1,1,0
22350590,3,2,2,305
54712,2,1,1,0
3814458,3,1,1,0
22384027,2,2,6,170
1277144,3,1,1,310
5650951,2,2,1,0
23679246,3,1,1,85
23680687,2,1,1,0
8165192,2,2,1,81
23697064,2,2,1,0
1587230,2,2,1,78
14768898,3,1,1,0
205285,2,1,1,183
7148922,3,2,2,0
9453948,3,2,11,81
23708028,3,1,1,2
21935479,3,2,2,310
3226,3,2,3,365
6031217,2,1,1,224
8590374,3,2,1,0
20559017,3,2,6,252
10074401,2,1,2,11
9849022,3,1,1,4
14128608,2,1,1,55
23038979,2,2,6,83
23038979,2,2,6,76
13756871,2,1,5,347
23719409,3,2,3,53
23720407,2,1,1,119
14512663,3,2,1,331
22017065,2,1,1,307
16870221,2,1,1,316
9171251,3,2,1,335
8032842,3,1,1,301
22203567,3,1,1,24
4362140,2,1,1,0
4263114,3,1,1,4
18229,2,1,1,273
23736673,1,2,1,363
4820251,3,1,1,238
3985291,2,1,1,0
3210630,3,2,1,0
6799638,3,1,1,0
4138903,3,1,1,327
23743443,2,1,1,218
21965282,2,2,8,358
14551656,3,1,1,238
23748624,2,2,1,237
21600904,2,2,1,0
4618480,2,2,1,0
23751556,3,2,1,0
23754530,2,1,1,281
6780571,2,1,1,0
17616658,2,1,1,343
23586344,3,1,1,320
23772444,3,2,1,81
10225447,2,1,2,275
8503180,3,1,1,365
9972204,3,1,1,291
23778946,3,1,1,0
20904570,2,2,1,365
794727,2,2,1,273
3693416,2,1,1,0
8638777,3,2,4,230
66286,2,1,2,0
5926785,3,1,1,0
2786998,3,2,3,238
22306134,4,2,1,125
23789773,3,1,1,56
1124961,2,2,1,89
4445796,2,2,1,0
23808022,3,2,1,273
20583090,2,2,3,183
23810895,3,1,1,74
23812318,4,1,1,187
5050537,2,1,1,110
8440,2,1,1,325
11258694,3,1,1,8
23818531,3,2,4,348
1427352,2,2,1,14
6279864,3,1,1,0
18259557,3,2,1,0
23824219,4,2,1,358
23826493,3,2,1,0
7700661,2,2,2,212
23827221,4,2,1,0
16431226,2,1,1,356
23834677,3,1,1,279
6916607,2,2,1,0
3178099,2,2,1,0
2935927,2,1,1,330
22243476,3,1,1,312
23847354,3,2,1,0
23788097,3,2,1,183
6949069,2,1,1,4
45609,2,1,1,0
20841495,3,1,1,40
1149936,4,2,1,2
9715754,3,1,1,0
23691840,3,2,1,304
23861205,3,2,1,365
4266051,2,2,1,351
23861788,2,2,1,299
135370,3,1,1,0
23575977,3,2,1,0
23865391,4,2,1,0
23788242,2,2,1,340
23867226,3,1,1,167
23867361,3,1,1,166
1814436,3,1,1,339
11697746,3,1,1,153
3184878,2,1,1,0
13756871,2,2,5,336
23637116,2,2,1,0
19240619,4,1,1,284
2996192,2,2,1,122
1113080,2,2,2,313
23878336,3,2,15,0
23878336,3,2,15,0
23878336,3,2,15,0
23878336,3,2,15,0
23878336,3,2,15,0
23888927,1,3,1,365
626876,3,1,3,0
11702175,3,1,1,5
626876,3,2,3,0
626876,3,2,3,0
23892649,3,2,2,327
21906247,2,2,1,0
610379,2,1,1,0
23899573,3,1,1,0
23612043,3,1,1,27
8530836,3,1,1,273
8329641,2,2,2,0
1698391,3,1,3,356
5270217,3,1,1,86
22350590,3,2,2,302
3465474,2,2,1,41
23911763,3,2,3,365
23073152,3,1,1,0
23911763,3,1,3,118
23914473,2,1,1,45
23897327,4,2,1,7
2357534,3,2,1,0
23915731,3,1,1,0
1403669,2,1,1,332
23916661,3,1,2,323
2771499,2,1,1,273
11391788,2,2,1,365
4391843,2,1,1,0
23923657,1,1,1,0
23929065,3,1,1,0
1599319,3,2,1,0
23935018,2,2,1,0
19833477,2,2,2,0
23937798,2,1,1,302
2119276,3,3,1,352
7947211,2,1,1,294
23911763,3,2,3,352
4263870,3,2,2,42
1393089,2,2,1,0
1492900,3,1,2,252
2593268,3,1,1,128
23945185,3,1,1,0
1136842,2,1,1,106
2378231,2,1,1,0
23267314,3,1,2,350
6076841,2,2,1,0
23950045,3,2,1,273
9072771,3,2,2,353
23952819,2,1,2,362
23162890,2,2,2,361
23967237,3,2,2,363
5665452,2,1,1,294
2852557,2,2,1,0
23970798,3,2,1,0
6465286,2,1,2,45
23971734,4,2,1,97
3754729,2,1,1,181
8257324,3,1,1,338
23974215,3,1,3,0
10966450,2,2,1,26
9006067,3,1,2,79
23971405,4,1,1,0
1465519,3,1,3,358
1386717,2,1,1,51
23977617,4,1,1,346
3629989,3,1,1,0
6762751,3,2,1,139
13640971,3,1,1,0
3250450,3,2,28,281
23991556,1,2,1,218
23993707,4,2,2,273
23876129,3,1,1,218
24004809,2,2,1,347
24006197,2,2,1,0
24007346,4,2,1,0
2405421,3,2,3,273
23993707,4,2,2,273
12459436,4,2,1,362
24009463,4,1,1,266
1755097,2,1,2,263
8938518,2,2,2,0
7009387,2,3,7,33
5552587,2,2,2,312
6569891,2,2,1,0
14330412,3,2,1,227
8994342,3,1,1,322
24017959,3,1,1,342
23974215,3,2,3,331
3571821,2,2,4,35
24020898,2,2,1,0
2830845,2,1,1,0
6470787,2,1,1,0
24030482,4,2,1,365
17281607,3,1,1,0
2196083,2,1,1,52
6559267,2,2,1,0
5025692,3,1,1,0
43321,2,1,1,272
5132019,3,1,1,0
6694436,3,1,1,0
1591036,2,1,1,45
24042913,3,1,1,217
17462748,2,1,4,129
10009732,2,1,1,44
10992588,2,1,2,127
16927633,3,1,1,0
805843,2,1,1,32
17844434,3,1,2,240
22827111,3,2,2,265
676997,1,2,1,0
2520125,2,1,2,104
22957886,2,2,1,0
24052348,3,3,2,272
19516856,4,1,1,156
1472210,3,1,1,0
4361892,2,2,2,72
24068940,3,1,1,0
1586540,2,1,1,0
9492212,2,2,3,273
11107708,3,2,1,0
6230230,3,1,2,273
10060379,2,2,1,0
2457314,3,1,1,0
3094754,2,1,1,341
24081568,2,1,1,317
17128508,3,1,1,0
6349214,2,1,1,0
24088570,3,1,1,166
24092402,3,1,1,214
24075806,3,1,1,57
13080757,3,2,3,302
660940,2,1,1,350
7518105,2,1,1,88
24109809,4,2,1,0
9453948,3,2,11,81
1420868,3,1,1,361
5091072,3,1,1,74
23334165,3,1,3,309
20443619,2,1,2,166
1751800,2,1,1,232
3107235,4,1,1,0
24113386,2,1,1,247
745486,3,1,1,332
4517642,3,1,1,0
24117644,4,1,2,25
20443619,2,2,2,357
21893359,2,1,1,273
3175065,2,2,1,273
19249246,2,2,2,162
21455957,3,2,2,305
9598750,3,1,1,27
24123958,3,1,1,0
24124265,2,2,1,365
861692,2,2,3,346
20559017,3,2,6,214
24126243,2,1,1,0
101177,2,1,1,14
2958784,3,1,1,0
21688465,2,1,1,285
24041562,3,1,1,2
6857666,3,1,1,290
16018853,2,1,1,0
3789132,3,2,1,0
10675631,3,1,1,362
24132118,3,2,1,0
4098538,3,2,1,0
14804795,3,1,1,300
374097,3,1,1,285
24144577,3,1,1,309
2994172,3,2,1,0
24146326,4,1,2,335
2312420,3,1,2,302
6016041,3,2,1,0
5623011,3,1,1,122
24149026,1,1,1,0
2284129,3,2,2,334
17928071,2,2,2,349
4906973,2,1,1,145
1622733,3,2,2,0
70680,2,2,1,0
24161601,3,2,1,306
10860081,2,1,1,0
1901846,3,1,1,0
190409,1,2,3,364
3075149,2,1,2,30
966461,3,1,1,299
3108161,2,1,1,0
10476487,3,1,1,147
24191104,3,1,1,0
9470566,3,1,1,365
23939128,3,1,1,0
24195428,2,2,1,338
24195790,3,1,1,0
24048208,2,1,1,0
2313878,3,2,7,335
19977980,2,1,1,331
24208781,3,2,3,307
4357223,2,2,1,0
24232061,3,2,2,148
529546,3,2,2,0
15198359,3,2,2,348
19007585,3,1,1,0
24253453,2,2,2,35
16397032,3,1,3,127
9510645,2,1,2,358
1311693,2,2,3,0
1471706,3,1,1,352
9123948,2,2,1,0
688147,2,2,1,57
24263304,2,2,1,281
3753306,3,1,1,0
1370324,2,1,1,356
24140532,2,2,5,25
24268090,3,1,1,314
24268565,2,1,1,291
24269297,2,2,1,345
1843216,3,1,3,0
24269404,3,3,1,26
4217567,3,1,1,0
24273473,3,2,1,1
7885740,3,2,1,0
15642271,3,2,1,0
23465947,3,2,2,26
24276417,4,2,1,365
24067453,3,1,1,0
6817385,2,2,1,273
24288629,3,1,1,23
7409185,3,1,1,242
5352419,2,1,1,365
1495493,3,1,1,0
24291213,2,2,2,0
1402298,3,2,1,299
904770,2,1,1,4
24295835,2,1,1,39
21409261,2,1,1,0
14320459,2,2,1,0
24298733,2,2,1,0
10535719,3,1,3,342
15702523,3,2,1,12
7460434,3,2,2,304
24304871,2,2,1,0
24305801,2,2,1,0
19992728,2,2,2,0
24208781,3,2,3,0
24319884,3,1,1,0
6573763,3,1,1,0
23534059,2,2,1,36
24117644,4,2,2,312
12557817,3,2,2,346
17655093,3,1,1,144
633339,3,3,1,0
6327629,3,2,1,0
20531037,3,2,1,0
529546,3,2,2,0
6097290,3,1,1,122
23893286,3,1,1,132
5450744,3,1,1,0
1265619,2,1,1,0
19972390,2,2,1,242
1511206,3,2,1,0
462291,3,1,1,0
4383543,3,1,1,185
3672275,3,2,1,0
22686950,2,1,2,46
24343117,3,1,1,345
24343358,4,3,1,0
24344136,4,2,1,0
16966062,2,2,1,123
129558,2,1,1,3
15756544,3,1,1,0
24344600,3,1,1,323
24208781,3,2,3,208
24345254,3,2,1,55
24347671,4,3,1,236
1239203,2,1,1,268
10148113,2,2,1,0
12098551,3,2,2,0
6863271,2,1,1,153
13976132,3,1,1,54
9224151,2,2,1,0
21208237,3,2,1,0
21088743,4,2,1,20
11567353,3,1,1,291
2358032,2,2,1,0
24370211,2,2,2,0
3237577,3,1,1,280
20540837,3,1,1,0
24373940,3,1,1,301
24374791,2,1,1,0
4900009,3,1,2,365
9612992,3,2,1,0
8778846,3,1,1,0
1525669,3,1,1,10
24381419,3,1,1,0
1040542,2,1,1,364
7739504,2,2,1,351
24382598,3,1,1,315
34915,3,1,1,0
24383626,3,2,1,0
1887912,3,1,1,316
9205419,4,2,1,0
14140782,3,2,1,0
19924780,3,1,1,344
24385809,3,2,1,365
9288052,2,2,1,214
9953597,4,1,1,37
3083098,3,2,1,347
24402295,2,1,1,365
12729740,2,2,1,0
24403405,2,1,1,0
24404709,3,1,1,351
18573657,2,2,3,210
405090,2,1,1,0
24407406,3,1,1,290
24407449,3,1,1,0
12730719,3,2,1,0
20331846,3,1,1,259
18573657,2,2,3,273
18573657,2,1,3,316
11686822,3,2,1,0
24413323,2,2,1,0
18746337,2,1,1,365
3567674,3,2,2,0
24416291,3,2,3,1
7338,3,2,1,153
4589218,3,1,1,119
24419997,3,1,1,237
20031068,2,1,1,153
799566,2,2,1,0
3870290,2,2,1,18
1559494,2,1,7,312
5538997,3,1,1,17
16627758,2,2,1,0
10503555,3,2,1,0
12603113,2,2,2,345
11137123,3,1,3,31
11137123,3,1,3,346
24441809,3,1,1,0
706623,2,2,2,273
1279274,2,1,1,0
17893360,2,1,1,0
254847,2,1,1,0
12557817,3,2,2,0
9748213,2,1,1,335
23992867,3,1,1,344
6274029,2,1,1,0
24447831,2,1,1,337
21543854,2,1,1,84
9349394,4,1,1,64
5418015,3,2,5,334
4568686,3,1,1,0
24454737,3,2,1,0
10412936,2,1,1,0
24418383,4,2,1,362
24457093,2,1,1,238
24459029,2,2,1,0
1235070,3,1,1,0
4295674,2,2,1,0
24461058,2,1,2,333
24461143,2,2,1,0
24460999,2,1,1,0
295128,1,2,5,334
6691934,2,2,1,0
24462465,3,1,1,358
24463452,3,1,1,273
24464374,2,2,1,316
15821855,3,2,1,0
9964317,2,1,1,119
15863391,3,2,2,281
24467359,2,1,1,0
7537442,3,2,3,0
22616989,2,1,1,352
6932195,4,1,1,319
7111318,3,2,1,251
24482588,4,2,1,0
6660981,3,1,2,365
9259690,2,2,2,302
895109,3,1,1,314
24487418,2,2,1,0
3953962,3,1,3,347
6648212,3,1,1,0
1766929,3,1,1,28
2665225,2,1,1,0
21047204,4,1,1,0
24450948,3,1,1,2
6471461,4,2,5,315
24484259,2,2,2,0
23226713,3,1,1,315
1923024,3,2,2,39
4255210,2,1,1,12
24497809,3,2,1,342
21455632,3,2,1,324
10643087,2,2,1,0
20256286,4,3,1,365
24500940,2,1,1,0
5159709,2,1,1,91
13631524,3,2,1,227
11950208,2,1,1,0
24454906,3,1,1,0
9923339,3,1,2,213
24314971,3,1,1,283
24525377,3,1,1,61
24525846,2,2,1,61
4392184,3,1,1,289
7318831,2,2,3,0
4225532,2,1,1,3
24529641,3,1,1,0
24529969,3,1,1,2
24530713,3,2,3,329
24530713,3,2,3,273
3709510,2,2,3,301
24535109,3,1,1,20
6649124,3,2,1,0
24541528,2,1,1,357
2702777,2,2,1,0
4031913,2,2,1,280
24544724,2,1,2,0
24549221,3,1,1,0
24549413,3,2,1,1
476320,3,1,1,0
9150099,3,1,1,0
24462930,2,2,1,364
24555605,3,2,1,0
24555785,2,2,1,0
24556861,3,2,1,214
15055041,3,2,1,312
24559370,2,2,1,365
24561395,3,2,1,284
7741110,3,1,1,293
24561040,2,2,3,340
16437254,2,1,3,334
24561882,3,2,2,0
2405421,3,2,3,273
302865,2,2,1,0
22814290,3,1,1,0
7218734,3,2,1,0
24576978,2,1,1,0
11843789,4,2,1,290
24582202,3,1,1,0
6428890,3,1,1,0
21782442,2,1,1,273
4006858,2,1,1,0
4095095,2,2,1,16
24584990,3,2,1,0
24587292,2,2,1,0
2814128,3,1,1,12
24590092,4,2,1,238
238569,2,1,1,0
420111,3,2,2,364
24591281,2,1,1,0
8501714,3,2,1,0
24591710,3,2,1,34
16066343,3,2,2,282
13705706,2,2,1,0
24593325,3,2,1,365
15815124,2,2,1,6
23949555,4,1,1,324
24595197,2,2,2,67
9686903,2,1,1,5
3557759,3,1,1,0
17349726,4,1,1,0
21368131,3,2,2,364
24597265,4,1,8,309
24598505,3,1,1,273
8678858,2,1,1,0
24598868,3,2,1,0
465290,3,1,1,13
7789765,3,1,1,329
7182609,2,2,1,0
23062393,2,2,1,0
24514392,2,2,1,365
15148710,3,1,1,0
10203322,3,1,1,0
24617215,3,1,1,330
24617582,3,1,1,315
24597265,4,2,8,294
16864728,3,2,1,0
24597265,4,2,8,350
4947245,2,1,1,67
7156474,4,1,1,0
17384869,3,1,8,312
22565253,2,1,4,277
2014583,3,1,1,0
17921968,3,1,1,160
24517455,3,1,1,257
1660841,2,2,1,0
24625694,3,2,1,0
24404928,2,1,1,0
6465286,2,2,2,0
22184986,3,1,1,303
24628296,4,2,6,365
6948005,2,2,1,0
4601412,2,2,3,56
32005,3,1,1,88
24630374,2,1,1,0
24631630,2,2,1,307
8873293,2,2,2,273
12300501,3,2,2,5
24631934,3,1,1,364
24633417,2,2,1,328
15133763,2,1,1,11
24628810,3,1,1,276
24516796,2,1,1,365
15325240,3,1,1,242
1641589,2,2,1,0
24580214,2,1,1,0
15790111,3,2,2,91
3295012,4,2,1,353
24585465,3,1,1,0
2465391,3,1,1,0
24639120,3,1,1,63
1581845,3,1,2,364
1475812,3,2,3,0
17981467,2,1,2,344
482242,3,2,1,0
24655252,3,2,1,285
2715121,3,1,1,0
24657274,3,1,1,0
1915794,3,1,1,7
5071632,2,1,1,164
2910317,3,1,1,0
24660443,2,1,1,228
186888,2,2,1,148
3805240,2,2,1,0
24662844,2,2,1,0
7655962,3,1,1,84
177846,2,1,1,283
10958970,3,1,1,24
11092277,3,2,1,87
17519061,5,2,2,318
24666036,3,2,1,228
23988331,2,2,3,344
4594865,2,2,1,286
24666854,3,2,1,0
4741155,3,1,1,272
23988331,2,2,3,336
23988331,2,2,3,339
24667595,2,2,1,0
198387,2,1,1,5
18156463,3,1,1,0
24668113,3,1,2,358
1977947,2,2,1,0
24671330,2,2,1,0
3664686,3,1,1,11
1786943,3,1,1,0
24672682,3,2,1,0
1760609,3,1,1,0
24674100,3,2,2,295
7083715,3,1,1,5
10191995,3,2,1,170
7365719,2,1,1,0
24678971,3,2,1,0
1353336,4,2,1,363
9767363,3,2,1,306
24680496,3,1,2,0
24683929,3,2,1,173
2052361,2,2,2,340
4923436,3,1,1,0
14608821,2,2,1,0
24696264,2,1,1,334
1725974,2,2,1,0
2664972,4,2,2,340
16297020,2,2,1,0
6328283,3,1,1,345
13343955,2,2,1,0
24659272,3,2,1,94
57101,4,1,1,341
2546941,4,2,1,0
3471761,2,1,2,323
17252414,3,2,2,312
2525242,3,1,1,14
24702218,3,1,1,4
10654938,5,1,4,337
24704542,3,3,1,352
24704747,3,1,1,0
24707888,3,2,5,340
24709724,2,2,1,0
24710778,3,2,1,0
24711105,3,2,1,0
16151285,1,2,6,365
24712268,2,1,1,0
24712915,3,2,1,309
24714345,2,1,1,0
3057889,2,2,1,0
24715671,3,1,3,273
545374,2,1,3,91
847447,2,2,1,241
1660906,3,1,1,0
24728241,3,1,1,0
7223192,2,2,1,315
5999440,3,2,1,261
3309931,2,2,3,284
2215348,2,1,1,116
24636384,3,1,1,353
283632,3,1,1,273
4122424,3,2,1,0
893419,3,1,2,234
24740606,4,1,1,0
12968821,3,1,1,0
23175095,3,1,1,299
5520214,3,1,1,107
13026391,3,1,1,0
7326105,2,1,2,365
24512599,3,1,1,135
24744819,2,2,1,0
24680179,3,1,1,235
24747103,3,1,1,0
4185618,3,1,1,293
728456,2,1,1,355
932245,3,2,1,358
24747851,3,1,1,86
16456845,2,2,1,0
24750076,3,1,1,7
4309109,2,2,1,0
24500006,2,1,1,0
24761711,2,1,1,244
1870841,2,1,1,0
24762922,4,1,1,347
3422859,3,1,1,0
24764205,4,1,1,0
3967863,2,1,1,273
8288419,2,2,12,350
24765924,4,2,1,364
24768728,3,2,1,0
5715779,2,3,1,0
24770709,2,2,1,0
4940807,3,1,1,0
2002612,2,1,1,0
24772041,3,1,1,0
8288419,2,2,12,345
9374970,3,2,2,0
24775740,3,1,1,0
22125158,2,1,1,273
2405421,3,2,3,275
4661432,3,1,1,81
1433958,3,1,1,148
2435647,1,2,1,362
22643930,2,1,1,289
24789838,2,2,2,0
4312196,2,2,1,0
24790900,2,1,2,222
5888650,2,1,1,334
3040277,3,1,1,355
13486673,2,2,1,46
24793480,3,2,1,0
5226923,3,1,1,134
24797535,3,1,1,0
1156763,2,2,2,0
1020539,3,2,2,357
5389885,3,2,1,0
3211,4,2,1,59
7351,2,1,4,344
7813520,2,1,2,0
3893282,3,2,1,0
14213147,3,1,1,363
24803206,1,2,2,137
24805685,2,1,1,313
24807424,3,1,1,364
6010437,3,1,3,0
3514707,3,1,1,0
24811351,2,1,2,0
583172,2,1,1,91
266156,2,2,1,0
8961848,3,2,1,0
1153789,2,1,1,365
23974215,3,2,3,333
24827152,2,2,1,0
15378921,3,1,1,0
24828814,2,2,1,0
277787,3,2,1,210
19660044,2,2,1,0
24832100,3,1,1,0
21965282,2,1,8,358
24832418,2,2,1,0
11708118,3,2,1,0
2979256,3,1,1,18
539364,2,1,1,270
24836295,5,2,1,88
24835471,3,2,1,362
6677425,3,3,2,225
2921076,2,1,1,0
12112031,2,2,1,70
24839381,2,1,2,328
10503302,3,1,1,0
24633966,2,2,1,0
24839824,3,1,1,0
17407786,2,1,1,25
12966866,4,2,2,291
24839116,2,1,1,9
24840863,2,1,1,0
24841295,3,2,1,0
4872318,2,1,1,288
7402258,2,1,1,0
20486553,3,1,1,61
1445060,2,2,1,290
1514035,3,1,1,18
24844547,2,2,1,0
20934972,3,2,1,0
24844621,3,1,1,0
11345061,3,1,1,0
14817963,3,1,1,5
3800548,2,2,1,0
7552191,2,1,1,157
24861227,3,1,1,268
17883343,3,2,1,0
3435142,2,2,1,0
854458,3,1,1,67
19348216,3,1,1,20
24862272,3,1,1,0
3301768,3,2,1,0
8669567,2,1,1,51
266415,3,2,1,72
1631807,2,2,1,0
21191214,2,1,1,0
21692962,2,1,1,0
2489199,3,1,1,102
23866803,3,1,1,0
3677131,2,2,1,173
24865947,2,2,1,0
13007003,2,2,1,5
24869923,3,1,1,73
16620860,3,1,1,205
1451269,3,1,1,0
24872048,3,1,1,0
24735514,3,1,1,279
21376087,2,1,1,0
1936974,2,2,1,0
16481557,3,1,1,365
4711038,2,1,1,0
4155077,3,1,1,290
24864671,3,1,2,349
24879086,2,2,1,336
21686137,3,1,1,314
24445438,3,1,1,0
24878584,3,2,1,0
24880461,3,1,1,0
8272758,3,1,1,268
20038668,3,2,1,364
22952210,2,2,1,28
18037261,3,1,1,319
24895956,3,2,1,141
10565026,3,1,1,0
24899335,3,2,1,0
19636200,3,2,1,73
24899574,2,3,1,364
24899760,3,1,1,0
4578061,3,1,1,273
20357771,2,2,1,0
24289989,3,1,1,365
23304495,3,1,2,64
24903218,3,2,1,115
24903878,3,2,1,19
11545485,2,2,1,0
854567,2,2,2,0
6430105,3,2,1,0
24907501,4,1,1,0
539347,3,1,1,12
24909331,2,2,1,273
24821875,3,2,1,0
12730517,3,1,1,0
16472502,3,2,2,365
16472502,3,1,2,358
24833732,3,1,1,0
4244200,3,1,1,0
24913141,3,1,1,0
14923355,3,1,1,0
24915465,2,1,1,0
15615036,2,2,1,303
24918898,2,2,2,0
6954001,3,2,1,0
10192110,3,1,1,357
23123980,3,1,1,244
8616890,3,2,4,288
4044456,2,2,2,288
24936165,3,1,1,0
6486116,3,2,5,131
6706914,2,2,2,0
8267873,3,1,1,0
22930715,2,1,1,0
157051,2,1,1,4
19741994,2,2,1,0
24943760,2,2,1,365
8107868,3,2,1,0
6902571,2,1,1,0
2431674,3,1,1,0
24950473,2,2,1,0
4057761,3,2,1,20
21317590,4,1,2,358
24951426,3,1,1,0
12619880,3,2,1,113
24952613,3,1,1,358
21209568,2,1,1,0
2464823,4,1,1,20
22219331,2,2,1,0
24674100,3,2,2,89
24967136,2,1,1,350
23621417,2,1,1,0
414477,2,1,1,0
24880134,2,2,2,238
1159991,2,1,1,214
6162041,4,1,1,312
11064999,2,1,1,0
24970777,3,2,1,153
4881951,3,1,1,289
24973197,3,1,1,7
24973819,3,2,1,0
5164476,2,2,1,365
6324960,3,2,2,325
20802352,3,1,1,130
4032835,3,1,1,0
24448659,2,1,1,0
5657364,2,1,1,363
5081260,3,1,2,329
2306320,2,1,1,0
24979823,2,2,2,321
904893,3,1,1,55
8415945,3,1,1,362
19962052,3,1,2,274
170611,2,1,1,225
24982709,2,2,2,136
2822245,4,2,4,208
24984535,2,2,1,365
24984784,3,1,1,304
24172976,3,2,1,344
19263941,3,1,1,0
24992398,3,1,1,0
225878,2,1,1,338
3449749,3,2,1,0
15398647,3,1,1,348
25002053,3,2,1,130
25001808,2,1,1,302
2503221,2,1,2,334
8956319,3,2,2,215
7355953,4,1,1,0
12606076,3,1,1,272
3463089,3,2,1,242
25007545,3,1,1,363
2708638,3,2,1,0
25008474,2,2,1,217
25009440,2,2,2,135
173980,2,1,2,283
25015010,3,2,1,0
7344251,3,1,1,0
25023885,2,2,1,0
7017213,2,1,1,0
1443245,2,2,1,63
19738285,3,1,1,152
10654974,2,2,1,0
25031305,3,2,1,127
2346300,2,2,1,340
9188819,2,2,2,0
1292274,3,2,2,63
1968327,2,2,1,363
25034872,3,1,1,152
22991397,2,2,6,23
4952537,3,1,1,0
2491844,3,1,1,0
15442902,2,2,1,0
25040169,2,2,1,0
3336995,3,1,1,0
4828460,3,1,1,71
1509237,3,2,2,336
25052740,2,1,2,243
3896287,2,1,1,0
25065083,2,3,1,0
6445701,3,2,1,0
23726672,3,2,3,241
12708335,2,1,1,0
25069344,3,2,1,363
4712698,4,2,1,280
22840947,3,1,1,0
16257183,3,1,1,30
838479,2,1,1,0
6079166,4,2,5,363
4367062,3,2,1,0
25073318,2,1,1,273
25075940,3,2,1,156
6439895,2,2,1,0
25078099,4,2,1,0
25067808,3,1,1,364
252862,3,2,2,365
