listing_url,picture_url,host_id,host_url,host_name,host_picture_url,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,price,monthly_price,minimum_nights,availability_365
https://www.airbnb.com/rooms/6401440,https://a2.muscache.com/im/pictures/1a6e970a-66cc-4e95-b9c3-45af4ea4e434.jpg?aki_policy=large,9614926,https://www.airbnb.com/users/show/9614926,Fillip,https://a0.muscache.com/im/users/9614926/profile_pic/1382633288/original.jpg?aki_policy=profile_x_medium,16,Bushwick,Brooklyn,40.68488702,-73.90964756,Apartment,108,2550,14,196
https://www.airbnb.com/rooms/13467391,https://a2.muscache.com/im/pictures/6e5528c6-24b8-466a-b975-b405eb3203aa.jpg?aki_policy=large,923047,https://www.airbnb.com/users/show/923047,Anna Maria,https://a0.muscache.com/im/users/923047/profile_pic/1352776199/original.jpg?aki_policy=profile_x_medium,15,Chelsea,Manhattan,40.74869851,-73.99517618,Apartment,200,4000,3,331
https://www.airbnb.com/rooms/10155003,https://a2.muscache.com/im/pictures/82125430-c01b-4f47-b817-01b6ea1691f5.jpg?aki_policy=large,47554473,https://www.airbnb.com/users/show/47554473,Mae,https://a2.muscache.com/im/pictures/c680ce22-d6ec-4b00-8ef3-b5b7fc0d76f2.jpg?aki_policy=profile_x_medium,15,Greenpoint,Brooklyn,40.7275959,-73.94495385,Loft,99,,3,351
https://www.airbnb.com/rooms/3304505,https://a2.muscache.com/im/pictures/e2e231ca-647b-470a-983f-72a9a3b8d46d.jpg?aki_policy=large,2976281,https://www.airbnb.com/users/show/2976281,Mikey,https://a2.muscache.com/im/pictures/17e22b44-b6e8-4a0a-9673-bc8574251abd.jpg?aki_policy=profile_x_medium,14,Hell's Kitchen,Manhattan,40.76556779,-73.98623691,Apartment,199,5397,1,301
https://www.airbnb.com/rooms/12982169,https://a2.muscache.com/im/pictures/bda4be62-4b3c-4f99-a310-33018d0a9cf4.jpg?aki_policy=large,53213930,https://www.airbnb.com/users/show/53213930,West 42nd Street,https://a2.muscache.com/im/pictures/e5c1af4d-0149-4af5-a4be-426fc4498267.jpg?aki_policy=profile_x_medium,14,Hell's Kitchen,Manhattan,40.75918088,-73.99688797,Apartment,150,,1,105
https://www.airbnb.com/rooms/5869360,https://a1.muscache.com/im/pictures/73120344/fdd79054_original.jpg?aki_policy=large,4666670,https://www.airbnb.com/users/show/4666670,Jeanny,https://a2.muscache.com/im/users/4666670/profile_pic/1357928020/original.jpg?aki_policy=profile_x_medium,13,Astoria,Queens,40.77192588,-73.92066961,Apartment,100,1700,1,354
https://www.airbnb.com/rooms/3283405,https://a1.muscache.com/im/pictures/45316996/717d8415_original.jpg?aki_policy=large,6204254,https://www.airbnb.com/users/show/6204254,Carlos,https://a2.muscache.com/im/users/6204254/profile_pic/1372295841/original.jpg?aki_policy=profile_x_medium,13,Middle Village,Queens,40.71021368,-73.87599602,Apartment,140,3000,6,335
https://www.airbnb.com/rooms/11970867,https://a2.muscache.com/im/pictures/0398cc7b-02d1-422a-afe2-ca204fc4f9fd.jpg?aki_policy=large,1410306,https://www.airbnb.com/users/show/1410306,Eugene,https://a1.muscache.com/im/users/1410306/profile_pic/1427150607/original.jpg?aki_policy=profile_x_medium,13,Upper West Side,Manhattan,40.78591945,-73.97446741,Apartment,130,,1,339
https://www.airbnb.com/rooms/12699267,https://a2.muscache.com/im/pictures/30b099c8-8c6f-4f6c-9cc9-335674fc75f7.jpg?aki_policy=large,31307789,https://www.airbnb.com/users/show/31307789,Luffy,https://a2.muscache.com/im/pictures/9ecc5be1-4927-4885-8aee-1eb16c0c4cf7.jpg?aki_policy=profile_x_medium,13,Corona,Queens,40.74707113,-73.85600596,House,219,,5,363
https://www.airbnb.com/rooms/872897,https://a2.muscache.com/im/pictures/32071706/f5572b11_original.jpg?aki_policy=large,4371099,https://www.airbnb.com/users/show/4371099,Frթdթric,https://a0.muscache.com/im/users/4371099/profile_pic/1355170207/original.jpg?aki_policy=profile_x_medium,12,Upper West Side,Manhattan,40.80101886,-73.96282786,Apartment,455,7995,4,319
